TO_Time_UTC,jNO2_up,jNO2_down,jNO2_total,NO_ppbv,NO2_ppbv,NOy_ppbv,O3_ppbv,NOx_ppbv,Ox_ppbv,CO2_ppm,CO2_i_ppm,CH4_ppb,CH4_i_ppb,CO_ppb,CO_i_ppb,H2O_pct,H2O_i_pct,AmbTemp,RelHumidity,StaticPrs,VertWindSpd,WindDir,WindSpd,Heading,Pitch,Roll,TrueAirSpd,GPSAlt,GPSLat,GPSLon,Flight_Number
70654,0.01049,0.001477,0.01196,,,,,,,410.78,410.77,1903.0,1903.1,,76.7,0.789,0.79,27.88,0.0,881.0,,,,5.6,5.5,-0.5,100.5,916.0,38.66,-121.322,20220904
70655,0.01052,0.001503,0.01202,,,,,,,,410.72,,1903.4,77.1,77.0,,0.791,27.87,0.0,880.92,,,,5.7,5.5,-0.5,100.3,918.0,38.66,-121.322,20220904
70656,0.0105,0.001495,0.01199,,,,,,,410.66,410.67,,1903.9,,76.1,0.792,0.791,27.85,0.0,880.78,,,,5.8,5.5,-0.8,100.4,921.0,38.661,-121.322,20220904
70657,0.01054,0.001503,0.01204,,,,,,,,410.7,1904.2,1904.1,,74.8,,0.785,27.84,0.0,880.7,,,,5.9,5.5,-1.2,100.2,923.0,38.661,-121.322,20220904
70658,0.01052,0.001486,0.01201,,,,,,,410.78,410.75,,1903.9,74.0,75.6,0.776,0.778,27.82,0.0,880.56,,,,5.7,5.6,-1.4,100.1,926.0,38.662,-121.322,20220904
70659,0.0105,0.001512,0.01201,,,,,,,,410.81,1903.6,1903.6,,79.5,,0.773,27.76,0.0,880.22,,,,5.6,5.7,-1.7,100.2,928.0,38.663,-121.322,20220904
70660,0.0105,0.001512,0.01201,,,,,,,,410.87,,1903.7,83.1,82.7,,0.768,27.72,0.0,879.88,,,,5.4,5.7,-2.1,100.3,930.0,38.663,-121.322,20220904
70661,0.01052,0.001469,0.01199,,,,,,,410.92,410.9,1903.9,1903.9,,79.0,0.765,0.767,27.72,0.0,879.78,,,,5.3,5.7,-2.5,100.2,933.0,38.664,-121.322,20220904
70662,0.01052,0.001443,0.01196,,,,,,,,410.8,,1903.7,74.4,75.3,,0.772,27.76,0.0,879.84,,,,5.1,5.7,-2.7,99.9,935.0,38.664,-121.322,20220904
70663,0.01053,0.001495,0.01202,,,,,,,410.67,410.69,,1903.5,,74.4,0.776,0.777,27.73,0.0,879.3,,,,4.5,5.6,-3.0,100.1,937.0,38.665,-121.322,20220904
70664,0.01055,0.001495,0.01204,,,,,,,,410.68,1903.3,1903.3,,74.4,,0.783,27.76,0.0,879.16,,,,4.0,5.5,-3.3,100.0,939.0,38.666,-121.322,20220904
70665,0.01053,0.001477,0.01201,,,,,,,410.7,410.7,,1903.1,74.4,75.4,0.791,0.789,27.75,0.0,878.62,,,,3.3,5.4,-2.8,100.4,941.0,38.666,-121.322,20220904
70666,0.01052,0.00146,0.01198,,,,,,,,410.7,1903.0,1903.0,,77.7,,0.792,27.75,0.0,878.22,,,,2.8,5.3,-2.4,100.6,942.0,38.667,-121.322,20220904
70667,0.01053,0.001529,0.01206,,,,,,,,410.69,,1902.9,79.7,79.8,,0.793,27.76,0.0,877.82,,,,2.4,5.1,-1.9,101.0,944.0,38.667,-121.321,20220904
70668,0.01056,0.001495,0.01205,,,,,,,410.68,410.68,1902.9,1902.9,,80.4,0.794,0.795,27.71,0.0,877.28,,,,2.1,5.0,-1.4,101.4,945.0,38.668,-121.321,20220904
70669,0.01052,0.001503,0.01202,,,,,,,,410.68,,1903.1,81.0,80.9,,0.796,27.71,0.0,877.08,,,,2.0,5.0,-1.0,101.6,946.0,38.669,-121.321,20220904
70670,0.01052,0.001486,0.01201,,,,,,,410.68,410.68,,1903.4,,78.2,0.797,0.795,27.75,0.0,877.32,,,,1.9,5.1,-0.7,101.3,947.0,38.669,-121.321,20220904
70671,0.01051,0.001486,0.012,,,,,,,,410.8,1903.6,1903.3,73.1,74.7,,0.785,27.75,0.0,877.1,,,,1.7,5.1,-0.3,101.5,949.0,38.67,-121.321,20220904
70672,0.01051,0.001495,0.01201,,,,,,,410.97,410.92,,1902.5,,73.8,0.773,0.775,27.75,0.0,876.86,,,,1.7,5.3,0.0,101.6,950.0,38.67,-121.321,20220904
70673,0.01049,0.001512,0.012,,,,,,,,410.99,1901.9,1901.9,,75.1,,0.761,27.78,0.0,877.06,,,,1.7,5.7,-0.5,101.2,952.0,38.671,-121.321,20220904
70674,0.0105,0.001529,0.01203,,,,,,,,411.02,,1901.7,76.1,75.6,0.738,0.745,27.86,0.0,877.86,,,,1.8,6.1,-1.0,100.4,953.0,38.672,-121.321,20220904
70675,0.01049,0.001503,0.01199,,,,,,,411.05,411.09,1901.4,1901.5,,72.8,,0.732,27.88,0.0,877.72,,,,1.4,6.3,-1.0,100.2,955.0,38.672,-121.321,20220904
70676,0.01048,0.001512,0.01199,,,,,,,,411.25,,1900.8,69.8,70.1,,0.721,27.81,0.0,876.6,,,,0.9,6.5,-0.7,101.1,958.0,38.673,-121.321,20220904
70677,0.01047,0.001486,0.01196,,,,,,,411.42,411.41,,1900.0,,73.5,0.711,0.709,27.81,0.0,876.12,,,,0.9,6.6,-0.8,101.3,961.0,38.674,-121.321,20220904
70678,0.01047,0.001477,0.01195,,,,,,,,411.45,1899.6,1899.5,79.6,77.7,,0.7,27.93,0.0,876.94,,,,1.2,6.8,-1.1,100.1,963.0,38.674,-121.321,20220904
70679,0.01048,0.001486,0.01196,,,,,,,411.5,411.49,,1899.1,,76.9,0.689,0.69,28.01,0.0,877.12,,,,1.2,6.9,-1.3,99.6,966.0,38.675,-121.321,20220904
70680,0.01049,0.001495,0.01198,,,,,,,,411.55,1898.8,1898.6,,71.9,,0.679,28.01,0.0,876.58,,,,0.7,7.0,-1.5,99.7,970.0,38.675,-121.321,20220904
70681,0.01046,0.001486,0.01195,,,,,,,,411.64,,1897.2,67.9,67.6,0.663,0.668,27.96,0.0,875.38,,,,0.0,7.2,-1.0,100.6,973.0,38.676,-121.321,20220904
70682,0.01046,0.00152,0.01198,,,,,,,411.7,411.74,1895.5,1895.8,,66.4,,0.655,28.03,0.0,875.62,,,,0.0,7.4,-1.2,99.9,976.0,38.677,-121.321,20220904
70683,0.01046,0.001486,0.01195,,,,,,,,411.85,,1894.7,65.0,65.2,,0.641,28.23,0.0,877.32,,,,0.5,7.6,-1.9,97.7,980.0,38.677,-121.321,20220904
70684,0.01046,0.001546,0.01201,,,,,,,411.96,411.96,,1893.8,,62.5,0.63,0.627,28.34,0.0,877.62,,,,0.4,7.5,-2.1,96.8,983.0,38.678,-121.321,20220904
70685,0.01047,0.001538,0.01201,,,,,,,,412.09,1893.2,1893.3,58.5,59.8,,0.613,28.32,0.0,876.84,,,,-0.1,7.5,-2.2,97.1,987.0,38.678,-121.321,20220904
70686,0.01046,0.00152,0.01198,,,,,,,412.28,412.23,,1893.4,,60.9,0.598,0.6,28.29,0.0,875.9,,,,359.1,7.4,-2.1,97.6,990.0,38.679,-121.321,20220904
70687,0.01047,0.001538,0.01201,,,,,,,,412.36,1893.5,1893.6,,65.3,,0.581,28.32,0.0,875.54,,,,358.9,7.3,-2.0,97.5,994.0,38.68,-121.321,20220904
70688,0.0105,0.001512,0.01201,,,,,,,,412.48,,1894.4,68.7,69.4,0.552,0.561,28.38,0.0,875.82,,,,358.9,7.1,-2.2,96.8,997.0,38.68,-121.321,20220904
70689,0.0105,0.00152,0.01202,,,,,,,412.57,412.61,1895.3,1895.1,,72.3,,0.542,28.46,0.0,876.12,,,,358.9,7.0,-2.3,96.1,1000.0,38.681,-121.321,20220904
70690,0.0105,0.001503,0.012,,,,,,,,412.73,,1894.4,75.5,75.2,,0.524,28.5,0.0,875.94,,,,358.7,6.8,-2.4,95.9,1003.0,38.681,-121.321,20220904
70691,0.0105,0.001546,0.01204,,,,,,,412.86,412.86,,1893.3,,70.7,0.51,0.505,28.47,0.0,875.32,,,,358.5,6.7,-2.5,96.3,1006.0,38.682,-121.321,20220904
70692,0.01051,0.00152,0.01203,,,,,,,,412.92,1892.7,1892.4,63.5,65.5,,0.488,28.5,0.0,875.24,,,,358.3,6.5,-2.5,96.1,1009.0,38.683,-121.321,20220904
70693,0.01052,0.001529,0.01205,,,,,,,412.99,412.97,,1891.7,,62.2,0.468,0.47,28.51,0.0,875.18,,,,358.3,6.4,-2.2,96.0,1012.0,38.683,-121.321,20220904
70694,0.01052,0.001512,0.01203,,,,,,,,413.02,1891.2,1891.2,,60.2,,0.456,28.51,0.0,874.82,,,,358.1,6.3,-1.7,96.1,1014.0,38.684,-121.321,20220904
70695,0.01052,0.001546,0.01207,,,,,,,,413.07,,1891.1,58.8,59.7,0.438,0.443,28.51,0.0,874.4,,,,357.9,6.2,-1.8,96.3,1017.0,38.684,-121.321,20220904
70696,0.01052,0.001564,0.01209,,,,,,,413.1,413.13,1891.0,1891.0,,63.0,,0.433,28.48,0.0,874.1,,,,357.8,6.2,-1.7,96.5,1019.0,38.685,-121.321,20220904
70697,0.01052,0.001538,0.01206,,,,,,,,413.22,,1891.3,66.5,66.4,,0.425,28.47,0.0,873.8,,,,357.6,6.1,-1.6,96.6,1021.0,38.686,-121.321,20220904
70698,0.01053,0.001538,0.01207,,,,,,,413.31,413.31,1891.9,1891.7,,62.5,0.419,0.418,28.43,0.0,873.18,,,,357.5,6.2,-1.6,97.1,1024.0,38.686,-121.321,20220904
70699,0.01053,0.001564,0.01209,,,,,,,,413.28,,1892.1,56.7,58.2,,0.414,28.44,0.0,873.22,,,,357.5,6.2,-2.0,97.0,1026.0,38.687,-121.321,20220904
70700,0.01051,0.001572,0.01208,,,,,,,413.24,413.25,,1892.5,,56.6,0.409,0.41,28.44,0.0,873.02,,,,357.3,6.3,-2.1,97.0,1028.0,38.687,-121.321,20220904
70701,0.01052,0.001538,0.01206,,,,,,,,413.29,1892.7,1892.8,,56.6,,0.405,28.42,0.0,872.46,,,,357.1,6.3,-2.3,97.5,1031.0,38.688,-121.321,20220904
70702,0.01052,0.001555,0.01208,,,,,,,,413.36,,1892.9,56.6,57.3,0.398,0.4,28.39,0.0,872.16,,,,356.8,6.4,-2.4,97.6,1033.0,38.689,-121.321,20220904
70703,0.01051,0.001555,0.01207,,,,,,,413.41,413.4,1893.1,1893.1,,59.8,,0.396,28.37,0.0,871.66,,,,356.5,6.5,-2.8,98.0,1036.0,38.689,-121.321,20220904
70704,0.01053,0.001581,0.01211,,,,,,,,413.4,,1893.3,62.3,62.2,,0.393,28.35,0.0,871.26,,,,356.2,6.5,-3.0,98.2,1038.0,38.69,-121.321,20220904
70705,0.01051,0.001564,0.01208,,,,,,,413.39,413.4,1893.4,1893.4,,64.9,0.391,0.39,28.34,0.0,870.94,,,,355.8,6.6,-3.0,98.2,1041.0,38.69,-121.321,20220904
70706,0.01052,0.001546,0.01207,,,,,,,,413.44,,1893.6,68.3,67.5,,0.387,28.32,0.0,870.38,,,,355.4,6.6,-2.8,98.5,1044.0,38.691,-121.321,20220904
70707,0.0105,0.001581,0.01208,,,,,,,413.5,413.49,,1893.8,,64.6,0.383,0.383,28.28,0.0,869.72,,,,354.8,6.5,-2.8,98.9,1047.0,38.692,-121.321,20220904
70708,0.01051,0.001564,0.01208,,,,,,,,413.52,1893.9,1893.9,,59.1,,0.382,28.25,0.0,869.06,,,,354.4,6.6,-3.0,99.2,1050.0,38.692,-121.321,20220904
70709,0.01052,0.001607,0.01213,,,,,,,,413.55,,1893.7,55.4,55.3,0.38,0.38,28.27,0.0,869.12,,,,354.0,6.5,-3.1,98.9,1053.0,38.693,-121.321,20220904
70710,0.01054,0.001598,0.01214,,,,,,,413.56,413.58,1893.5,1893.5,,54.9,,0.379,28.25,0.0,868.54,,,,353.5,6.3,-2.8,99.2,1056.0,38.693,-121.321,20220904
70711,0.01054,0.001564,0.0121,,,,,,,,413.63,,1893.5,54.5,54.5,,0.377,28.22,0.0,868.04,,,,353.1,6.3,-2.5,99.4,1059.0,38.694,-121.321,20220904
70712,0.01053,0.001624,0.01215,,,,,,,413.67,413.67,1893.5,1893.5,,57.4,0.376,0.375,28.19,0.0,867.5,,,,352.4,6.2,-2.4,99.7,1061.0,38.695,-121.321,20220904
70713,0.01053,0.001624,0.01215,,,,,,,,413.66,,1893.6,61.2,60.3,,0.373,28.14,0.0,866.7,,,,351.8,6.2,-2.7,100.1,1064.0,38.695,-121.321,20220904
70714,0.01053,0.001572,0.0121,,,,,,,413.65,413.65,,1893.8,,61.1,0.371,0.371,28.14,0.0,866.56,,,,351.5,6.1,-2.7,100.1,1067.0,38.696,-121.322,20220904
70715,0.01052,0.001598,0.01212,,,,,,,,413.66,1893.9,1893.9,,61.0,,0.369,28.13,0.0,866.22,,,,351.1,6.0,-1.7,100.1,1069.0,38.696,-121.322,20220904
70716,0.01056,0.001615,0.01217,,,,,,,,413.66,,1893.9,61.0,60.6,0.366,0.367,28.06,0.0,865.22,,,,350.7,6.0,-1.6,100.9,1072.0,38.697,-121.322,20220904
70717,0.01053,0.001607,0.01214,,,,,,,413.67,413.63,1894.0,1894.0,,59.7,,0.366,28.1,0.0,865.74,,,,350.6,6.0,-1.7,100.3,1074.0,38.698,-121.322,20220904
70718,0.01056,0.001624,0.01218,,,,,,,,413.57,,1894.1,58.8,58.9,,0.365,28.09,0.0,865.34,,,,350.5,6.0,-1.5,100.5,1077.0,38.698,-121.322,20220904
70719,0.01056,0.001615,0.01218,,,,,,,413.51,413.52,1894.3,1894.3,,60.9,0.365,0.364,28.06,0.0,864.9,,,,350.2,6.0,-1.5,100.7,1079.0,38.699,-121.322,20220904
70720,0.01054,0.001607,0.01214,,,,,,,,413.55,,1894.4,63.6,63.0,,0.363,28.06,0.0,864.74,,,,350.0,6.0,-1.4,100.6,1082.0,38.7,-121.322,20220904
70721,0.01056,0.00165,0.01221,,,,,,,413.58,413.58,,1894.4,,62.4,0.362,0.362,28.03,0.0,864.3,,,,349.7,6.0,-1.3,100.9,1084.0,38.7,-121.322,20220904
70722,0.01055,0.001624,0.01217,,,,,,,,413.59,1894.4,1894.4,,60.6,,0.362,28.01,0.0,863.84,,,,349.5,5.9,-1.3,101.2,1086.0,38.701,-121.322,20220904
70723,0.01054,0.001633,0.01217,,,,,,,,413.61,,1894.6,59.5,59.6,0.361,0.362,28.0,0.0,863.64,,,,349.3,5.9,-1.2,101.3,1089.0,38.701,-121.322,20220904
70724,0.01057,0.001633,0.01221,,,,,,,413.61,413.6,1894.8,1894.8,,59.8,,0.361,27.97,0.0,863.28,,,,349.1,5.8,-0.8,101.5,1091.0,38.702,-121.322,20220904
70725,0.01056,0.001658,0.01221,,,,,,,,413.58,,1895.0,60.1,60.2,,0.361,27.89,0.0,862.2,,,,349.0,5.6,0.1,102.3,1093.0,38.703,-121.323,20220904
70726,0.01055,0.001667,0.01221,,,,,,,413.55,413.55,1895.4,1895.3,,62.7,0.361,0.361,27.86,0.0,861.72,,,,349.1,5.5,0.8,102.6,1095.0,38.703,-121.323,20220904
70727,0.01056,0.001667,0.01222,,,,,,,,413.53,,1895.4,65.7,65.1,,0.362,27.85,0.0,861.48,,,,349.4,5.5,1.1,102.8,1097.0,38.704,-121.323,20220904
70728,0.01056,0.00165,0.01221,,,,,,,413.5,413.51,,1895.3,,65.3,0.362,0.362,27.88,0.0,861.6,,,,349.6,5.6,0.5,102.5,1099.0,38.704,-121.323,20220904
70729,0.01057,0.001693,0.01226,,,,,,,,413.55,1895.2,1895.3,,64.7,,0.362,27.89,0.0,861.72,,,,349.8,5.8,0.1,102.4,1101.0,38.705,-121.323,20220904
70730,0.01053,0.001676,0.01221,,,,,,,413.62,413.6,,1895.4,64.4,64.6,0.361,0.361,27.82,0.0,860.94,,,,349.7,5.8,0.5,103.0,1103.0,38.706,-121.323,20220904
70731,0.01055,0.001676,0.01222,,,,,,,,413.63,1895.6,1895.6,,65.2,,0.36,27.77,0.0,860.04,,,,349.7,5.8,0.7,103.6,1106.0,38.706,-121.323,20220904
70732,0.01055,0.001633,0.01218,,,,,,,,413.64,,1895.6,65.7,65.4,,0.358,27.77,0.0,859.88,,,,349.9,5.8,0.5,103.6,1108.0,38.707,-121.323,20220904
70733,0.01056,0.001693,0.01226,,,,,,,413.65,413.65,1895.6,1895.6,,63.6,0.357,0.356,27.79,0.0,860.06,,,,350.1,5.8,0.5,103.2,1110.0,38.708,-121.323,20220904
70734,0.01056,0.001676,0.01224,,,,,,,,413.68,,1895.8,61.5,61.8,,0.355,27.78,0.0,859.66,,,,350.2,5.8,0.4,103.4,1113.0,38.708,-121.323,20220904
70735,0.01056,0.001684,0.01224,,,,,,,413.71,413.7,,1896.1,,61.9,0.355,0.354,27.76,0.0,859.36,,,,350.4,5.8,0.3,103.5,1115.0,38.709,-121.324,20220904
70736,0.01056,0.001667,0.01222,,,,,,,,413.66,1896.2,1896.2,62.5,62.3,,0.352,27.76,0.0,859.3,,,,350.6,5.9,0.3,103.4,1117.0,38.709,-121.324,20220904
70737,0.01054,0.001667,0.01221,,,,,,,413.6,413.61,,1896.2,,62.9,0.349,0.349,27.77,0.0,859.2,,,,350.8,5.9,-0.5,103.2,1120.0,38.71,-121.324,20220904
70738,0.01056,0.001702,0.01227,,,,,,,,413.61,1896.2,1896.2,,63.7,,0.347,27.82,0.0,859.64,,,,350.9,6.0,-1.0,102.7,1122.0,38.711,-121.324,20220904
70739,0.01053,0.001667,0.0122,,,,,,,,413.63,,1896.1,64.3,63.7,0.345,0.346,27.78,0.0,858.84,,,,350.7,6.2,-0.8,103.2,1125.0,38.711,-121.324,20220904
70740,0.01055,0.001658,0.0122,,,,,,,413.64,413.66,1896.0,1896.1,,60.4,,0.345,27.75,0.0,858.28,,,,350.5,6.3,-0.8,103.5,1128.0,38.712,-121.324,20220904
70741,0.01054,0.00165,0.01219,,,,,,,,413.73,,1896.3,56.8,57.2,,0.344,27.76,0.0,857.98,,,,350.6,6.5,0.0,103.5,1131.0,38.712,-121.324,20220904
70742,0.01053,0.001684,0.01221,,,,,,,413.81,413.81,,1896.6,,59.1,0.344,0.343,27.85,0.0,858.58,,,,351.1,6.6,0.0,102.5,1134.0,38.713,-121.324,20220904
70743,0.01055,0.001672,0.01222,,,,,,,,413.84,1896.8,1896.8,62.8,61.6,,0.342,27.93,0.0,859.06,,,,351.5,6.5,-0.4,101.7,1138.0,38.714,-121.324,20220904
70744,,,,,,,,,,413.88,413.87,,1896.8,,62.6,0.341,0.341,27.95,0.0,859.0,,,,351.7,6.4,-0.7,101.3,1141.0,38.714,-121.324,20220904
70745,0.01054,0.001667,0.01221,,,,,,,,413.86,1896.8,1896.9,,62.3,,0.34,27.96,0.0,858.74,,,,351.5,6.5,-0.8,101.2,1144.0,38.715,-121.325,20220904
70746,0.01054,0.001702,0.01224,,,,,,,,413.82,,1897.6,62.0,62.1,0.338,0.338,27.94,0.0,858.3,,,,351.4,6.7,-0.7,101.2,1148.0,38.716,-121.325,20220904
70747,,,,,,,,,,413.79,413.8,1898.5,1898.3,,62.1,,0.336,27.93,0.0,857.78,,,,351.3,7.0,-0.6,101.4,1151.0,38.716,-121.325,20220904
70748,0.01052,0.001676,0.0122,,,,,,,,413.85,,1898.6,62.2,62.2,,0.333,27.95,0.0,857.82,,,,351.5,7.1,-0.8,101.0,1155.0,38.717,-121.325,20220904
70749,,,,,,,,,,413.9,413.9,,1898.9,,63.0,0.33,0.329,28.01,0.0,858.06,,,,351.6,7.3,-1.1,100.3,1158.0,38.717,-121.325,20220904
70750,0.01054,0.001689,0.01223,,,,,,,,413.9,1899.0,1899.1,64.2,63.9,,0.325,28.06,0.0,858.14,,,,351.6,7.3,-1.7,99.8,1162.0,38.718,-121.325,20220904
70751,0.01053,0.001702,0.01223,,,,,,,413.9,413.9,,1899.3,,63.1,0.32,0.32,28.06,0.0,857.74,,,,351.4,7.4,-1.5,99.6,1166.0,38.719,-121.325,20220904
70752,0.01052,0.001658,0.01218,,,,,,,,413.92,1899.5,1899.5,,61.2,,0.316,28.03,0.0,857.02,,,,351.1,7.3,-0.7,99.9,1170.0,38.719,-121.325,20220904
70753,0.01057,0.001719,0.01229,,,,,,,,413.96,,1899.5,59.8,59.9,0.312,0.313,28.04,0.0,856.8,,,,351.3,7.3,-0.6,99.6,1174.0,38.72,-121.325,20220904
70754,0.01057,0.001684,0.01226,,,,,,,413.98,414.01,1899.5,1899.5,,60.3,,0.31,28.14,0.0,857.58,,,,351.7,7.1,-1.0,98.4,1178.0,38.72,-121.325,20220904
70755,0.01056,0.001693,0.01226,,,,,,,,414.1,,1899.4,60.7,60.7,,0.306,28.14,0.0,857.24,,,,351.7,7.0,-1.1,98.2,1182.0,38.721,-121.326,20220904
70756,0.01056,0.001693,0.01225,,,,,,,414.18,414.18,1899.3,1899.3,,61.0,0.304,0.303,28.09,0.0,856.48,,,,351.4,6.9,-1.3,98.6,1185.0,38.722,-121.326,20220904
70757,0.01058,0.00171,0.01229,,,,,,,,414.16,,1899.4,61.3,61.2,,0.299,28.07,0.0,856.06,,,,351.2,6.7,-1.3,98.7,1189.0,38.722,-121.326,20220904
70758,0.01056,0.001702,0.01226,,,,,,,414.15,414.15,,1899.6,,62.4,0.296,0.296,28.04,0.0,855.4,,,,351.1,6.6,-0.7,99.0,1192.0,38.723,-121.326,20220904
70759,0.01054,0.001658,0.0122,,,,,,,,414.14,1899.8,1899.8,,64.0,,0.294,28.05,0.0,855.34,,,,351.1,6.5,-0.7,98.8,1195.0,38.723,-121.326,20220904
70760,0.01058,0.001676,0.01226,,,,,,,,414.12,,1899.8,65.1,64.6,0.291,0.292,28.09,0.0,855.5,,,,351.3,6.5,-0.7,98.4,1198.0,38.724,-121.326,20220904
70761,0.01058,0.001702,0.01228,,,,,,,414.11,414.11,1899.8,1899.8,,63.1,,0.29,28.09,0.0,855.34,,,,351.4,6.3,-0.7,98.2,1200.0,38.725,-121.326,20220904
70762,0.0106,0.001684,0.01228,,,,,,,,414.11,,1899.8,61.6,61.7,,0.288,28.07,0.0,855.02,,,,351.5,6.3,-0.8,98.3,1203.0,38.725,-121.326,20220904
70763,0.01057,0.001667,0.01224,,,,,,,414.12,414.12,1899.7,1899.7,,64.3,0.286,0.285,28.05,0.0,854.78,,,,351.5,6.3,-0.8,98.4,1206.0,38.726,-121.326,20220904
70764,0.01057,0.001667,0.01224,,,,,,,,414.17,,1899.7,67.6,66.9,,0.281,28.01,0.0,854.2,,,,351.3,6.3,-0.9,98.8,1208.0,38.726,-121.326,20220904
70765,0.01058,0.001693,0.01227,,,,,,,414.24,414.23,,1899.9,,66.8,0.278,0.278,27.98,0.0,853.68,,,,351.2,6.3,-1.1,99.0,1211.0,38.727,-121.327,20220904
70766,0.01056,0.001702,0.01226,,,,,,,,414.23,1900.0,1899.9,,65.6,,0.276,27.93,0.0,853.08,,,,350.9,6.4,-1.1,99.5,1213.0,38.728,-121.327,20220904
70767,0.01057,0.001702,0.01227,,,,,,,,414.22,,1899.9,64.9,64.4,0.275,0.275,27.92,0.0,852.7,,,,350.8,6.5,-1.0,99.7,1216.0,38.728,-121.327,20220904
70768,0.01059,0.001719,0.01231,,,,,,,414.22,414.22,1899.9,1899.9,,63.0,,0.275,27.93,0.0,852.68,,,,351.0,6.5,-0.8,99.5,1218.0,38.729,-121.327,20220904
70769,0.01057,0.001676,0.01225,,,,,,,,414.23,,1900.0,61.8,61.8,,0.276,27.93,0.0,852.46,,,,351.0,6.6,-0.9,99.4,1221.0,38.729,-121.327,20220904
70770,0.01056,0.001667,0.01223,,,,,,,414.24,414.24,1900.1,1900.1,,62.3,0.276,0.276,27.9,0.0,852.0,,,,350.7,6.7,-1.2,99.6,1224.0,38.73,-121.327,20220904
70771,0.01057,0.001667,0.01224,,,,,,,,414.24,,1900.1,63.0,62.9,,0.275,27.81,0.0,850.76,,,,350.1,6.6,-1.4,100.5,1227.0,38.731,-121.327,20220904
70772,0.01054,0.001702,0.01224,,,,,,,414.24,414.24,,1900.1,,62.4,0.274,0.273,27.75,0.0,849.74,,,,349.6,6.7,-1.2,101.3,1230.0,38.731,-121.327,20220904
70773,0.01056,0.001702,0.01227,,,,,,,,414.27,1900.1,1900.0,,61.6,,0.27,27.71,0.0,849.14,,,,349.4,6.8,-1.1,101.7,1233.0,38.732,-121.327,20220904
70774,0.01059,0.00165,0.01224,,,,,,,414.33,414.31,,1899.9,61.2,62.4,0.266,0.267,27.78,0.0,849.54,,,,349.5,6.9,-1.7,101.0,1236.0,38.732,-121.328,20220904
70775,0.01056,0.00165,0.01221,,,,,,,,414.34,1899.8,1899.8,,65.3,,0.264,27.84,0.0,849.98,,,,349.5,6.9,-2.0,100.2,1239.0,38.733,-121.328,20220904
70776,0.01058,0.001658,0.01224,,,,,,,,414.36,,1900.1,67.8,67.5,,0.261,27.86,0.0,849.9,,,,349.2,7.0,-2.2,99.9,1242.0,38.734,-121.328,20220904
70777,0.01057,0.001667,0.01224,,,,,,,414.38,414.37,1900.4,1900.3,,64.9,0.259,0.258,27.8,0.0,849.2,,,,348.7,6.9,-2.1,100.4,1245.0,38.734,-121.328,20220904
70778,0.01057,0.001667,0.01224,,,,,,,,414.36,,1900.5,61.7,62.2,,0.255,27.77,0.0,848.62,,,,348.3,6.9,-2.0,100.6,1248.0,38.735,-121.328,20220904
70779,0.01056,0.001702,0.01227,,,,,,,414.34,414.34,,1900.6,,62.1,0.252,0.252,27.77,0.0,848.36,,,,348.0,6.9,-2.0,100.5,1251.0,38.735,-121.328,20220904
70780,0.01058,0.001658,0.01224,,,,,,,,414.37,1900.7,1900.6,62.8,62.6,,0.249,27.79,0.0,848.4,,,,347.7,6.9,-2.3,100.2,1254.0,38.736,-121.328,20220904
70781,0.0106,0.001667,0.01226,,,,,,,414.4,414.39,,1900.5,,61.7,0.247,0.247,27.77,0.0,848.1,,,,347.3,6.7,-2.2,100.2,1257.0,38.737,-121.329,20220904
70782,0.0106,0.001676,0.01227,,,,,,,,414.38,1900.4,1900.4,,59.4,,0.246,27.71,0.0,847.3,,,,346.8,6.6,-2.1,100.7,1260.0,38.737,-121.329,20220904
70783,0.0106,0.001667,0.01226,,,,,,,,414.34,,1900.5,57.7,57.9,0.245,0.245,27.7,0.0,847.0,,,,346.4,6.5,-2.0,100.7,1263.0,38.738,-121.329,20220904
70784,0.01061,0.001693,0.0123,,,,,,,414.32,414.32,1900.7,1900.7,,59.0,,0.245,27.71,0.0,846.84,,,,346.1,6.4,-1.8,100.7,1265.0,38.738,-121.329,20220904
70785,0.01061,0.00171,0.01232,,,,,,,,414.33,,1900.7,60.2,60.1,,0.245,27.69,0.0,846.5,,,,345.8,6.4,-1.4,100.7,1268.0,38.739,-121.329,20220904
70786,0.01059,0.00165,0.01224,,,,,,,414.33,414.33,,1900.7,,61.0,0.245,0.245,27.68,0.0,846.24,,,,345.6,6.4,-1.1,100.8,1270.0,38.74,-121.329,20220904
70787,0.0106,0.001702,0.0123,,,,,,,,414.34,1900.8,1900.8,62.2,61.8,,0.245,27.67,0.0,846.1,,,,345.5,6.4,-0.7,100.8,1273.0,38.74,-121.329,20220904
70788,0.01061,0.00171,0.01232,,,,,,,414.34,414.34,,1900.9,,62.4,0.245,0.245,27.65,0.0,845.76,,,,345.4,6.4,-0.6,100.9,1276.0,38.741,-121.33,20220904
70789,0.01057,0.001676,0.01225,,,,,,,,414.34,1901.1,1901.1,,62.9,,0.243,27.59,0.0,845.16,,,,345.2,6.3,-0.3,101.3,1278.0,38.741,-121.33,20220904
70790,0.01058,0.001676,0.01226,,,,,,,,414.34,,1901.1,63.2,63.6,0.24,0.241,27.59,0.0,844.84,,,,345.1,6.4,-0.3,101.4,1281.0,38.742,-121.33,20220904
