TO_Time_UTC, jNO2_up, jNO2_down, jNO2_total, NO_ppbv, NO2_ppbv, NOy_ppbv, O3_ppbv, NOx_ppbv, Ox_ppbv, CO2_ppm, CO2_i_ppm, CH4_ppb, CH4_i_ppb, CO_ppb, CO_i_ppb, H2O_pct, H2O_i_pct, AmbTemp, RelHumidity, StaticPrs, VertWindSpd, WindDir, WindSpd, Heading, Pitch, Roll, TrueAirSpd, GPSAlt, GPSLat, GPSLon
56216,,,,,,,,,,420.84,420.84,,2000.0,,138.6,1.127,1.124,29.97,0.0,922.62,,,,13.2,8.0,-0.1,94.6,522.0,38.578,-121.34
56217,,,,,,,,,,,420.51,2003.5,2004.6,136.0,136.8,,1.112,29.97,0.0,921.94,,,,13.0,7.8,-0.2,94.7,526.0,38.578,-121.34
56218,,,,,,,,,,420.07,420.18,,2006.9,,137.8,1.099,1.1,29.96,0.0,921.3,,,,12.9,7.5,-0.6,94.8,529.0,38.579,-121.34
56219,,,,,,,,,,,420.08,2008.9,2008.9,,141.1,,1.095,30.04,0.0,921.6,,,,13.0,7.3,-0.4,94.2,533.0,38.58,-121.34
56220,,,,,,,,,,,420.1,,2009.0,143.6,143.2,1.088,1.09,30.05,0.0,921.26,,,,13.0,7.2,-0.6,94.1,536.0,38.58,-121.34
56221,,,,,,,,,,420.11,420.08,2009.1,2009.1,,141.6,,1.086,30.1,0.0,921.16,,,,13.0,7.0,-0.8,93.8,539.0,38.581,-121.339
56222,,,,,,,,,,,420.0,,2003.7,139.8,139.9,,1.082,30.12,0.0,921.0,,,,12.8,6.8,-0.8,93.8,541.0,38.581,-121.339
56223,,,,,,,,,,419.91,419.91,,1997.3,,140.6,1.079,1.079,30.12,0.0,920.56,,,,12.6,6.7,-0.7,93.9,544.0,38.582,-121.339
56224,,,,,,,,,,,420.0,1993.9,1992.3,141.9,141.5,,1.079,30.11,0.0,920.26,,,,12.5,6.6,-0.8,94.0,546.0,38.582,-121.339
56225,,,,,,,,,,420.12,420.08,,1988.9,,142.7,1.078,1.078,30.1,0.0,919.88,,,,12.5,6.6,-0.8,94.3,548.0,38.583,-121.339
56226,,,,,,,,,,,420.3,1986.0,1985.8,,144.2,,1.081,30.13,0.0,920.04,,,,12.7,6.5,-0.4,94.0,551.0,38.583,-121.339
56227,,,,,,,,,,,420.6,,1984.4,145.3,145.4,1.084,1.083,30.11,0.0,919.38,,,,12.6,6.4,-0.1,94.5,553.0,38.584,-121.339
56228,,,,,,,,,,420.8,420.85,1982.5,1982.9,,145.8,,1.085,30.07,0.0,918.64,,,,12.5,6.7,-0.5,95.1,556.0,38.585,-121.339
56229,,,,,,,,,,,420.99,,1982.4,146.2,146.1,,1.087,30.06,0.0,918.24,,,,12.3,7.1,-1.4,95.4,558.0,38.585,-121.338
56230,,,,,,,,,,421.14,421.13,,1982.3,,145.0,1.089,1.089,30.06,0.0,918.0,,,,12.1,7.3,-1.7,95.5,561.0,38.586,-121.338
56231,,,,,,,,,,,421.06,1982.2,1982.0,143.0,143.6,,1.089,30.11,0.0,917.86,,,,11.8,7.6,-1.9,95.1,564.0,38.586,-121.338
56232,,,,,,,,,,420.94,420.97,,1981.6,,144.7,1.09,1.089,30.14,0.0,917.86,,,,11.3,7.7,-2.6,94.9,568.0,38.587,-121.338
56233,,,,,,,,,,,420.94,1981.3,1981.2,,147.7,,1.091,30.12,0.0,917.08,,,,11.0,7.7,-1.7,95.3,571.0,38.587,-121.338
56234,,,,,,,,,,,420.94,,1980.9,149.9,149.8,1.095,1.094,30.1,0.0,916.22,,,,10.5,7.8,-0.9,95.7,575.0,38.588,-121.338
56235,,,,,,,,,,420.94,420.94,1980.5,1980.5,,149.0,,1.095,30.14,0.0,915.92,,,,10.2,7.8,-0.7,95.5,579.0,38.588,-121.338
56236,,,,,,,,,,,420.94,,1980.3,148.1,148.2,,1.097,30.17,0.0,915.9,,,,9.9,7.9,-1.1,95.1,583.0,38.589,-121.338
56237,,,,,,,,,,420.93,420.93,,1980.2,,149.2,1.098,1.098,30.28,0.0,916.1,,,,9.6,7.9,-0.3,94.4,586.0,38.59,-121.338
56238,,,,,,,,,,,420.67,1980.1,1979.7,150.8,150.4,,1.098,30.26,0.0,915.14,,,,9.4,7.8,1.0,95.0,590.0,38.59,-121.337
56239,,,,,,,,,,420.32,420.4,,1978.8,,149.9,1.098,1.098,30.34,0.0,914.66,,,,9.5,7.8,0.8,94.9,594.0,38.591,-121.337
56240,,,,,,,,,,,420.22,1978.1,1978.0,,148.3,,1.098,30.4,0.0,915.04,,,,9.9,7.8,0.6,94.3,597.0,38.591,-121.337
56241,,,,,,,,,,,420.08,,1977.5,147.2,147.7,1.096,1.097,30.5,0.0,915.26,,,,10.2,7.7,0.6,93.7,601.0,38.592,-121.337
56242,,,,,,,,,,419.99,419.6,1977.0,1977.1,,149.6,,1.095,30.51,0.0,914.94,,,,10.4,7.6,0.7,93.6,605.0,38.592,-121.337
56243,,,,,,,,,,,418.47,,1974.6,151.7,151.6,,1.092,30.53,0.0,914.42,,,,10.6,7.5,0.9,93.8,608.0,38.593,-121.337
56244,,,,,,,,,,417.37,417.35,1970.5,1971.8,,150.6,1.089,1.089,30.55,0.0,914.2,,,,10.6,7.4,0.1,93.7,611.0,38.593,-121.337
56245,,,,,,,,,,,416.82,,1970.2,149.0,149.5,,1.086,30.54,0.0,913.56,,,,10.5,7.3,-0.3,94.1,615.0,38.594,-121.337
56246,,,,,,,,,,416.13,416.29,,1969.7,,146.5,1.083,1.083,30.56,0.0,913.38,,,,10.5,7.2,-0.6,93.9,618.0,38.595,-121.337
56247,,,,,,,,,,,415.96,1969.3,1969.1,,142.4,,1.079,30.53,0.0,912.72,,,,10.5,7.1,-0.8,94.4,621.0,38.595,-121.337
56248,,,,,,,,,,,415.72,,1967.9,139.3,139.5,1.074,1.076,30.54,0.0,912.44,,,,10.4,7.1,-0.8,94.4,624.0,38.596,-121.336
56249,,,,,,,,,,415.56,415.46,1966.4,1966.6,,140.3,,1.073,30.57,0.0,912.1,,,,10.3,7.1,-0.6,94.5,627.0,38.596,-121.336
56250,,,,,,,,,,,415.19,,1966.1,141.2,141.1,,1.072,30.53,0.0,911.22,,,,10.0,7.0,-0.1,95.2,630.0,38.597,-121.336
56251,,,,,,,,,,414.92,414.91,,1965.8,,139.1,1.07,1.07,30.43,0.0,909.56,,,,9.5,7.1,0.6,96.5,633.0,38.597,-121.336
56252,,,,,,,,,,,414.64,1965.6,1964.6,136.0,136.9,,1.068,30.38,0.0,908.84,,,,9.6,7.2,1.2,97.1,636.0,38.598,-121.336
56253,,,,,,,,,,414.29,414.37,,1962.6,,135.5,1.066,1.066,30.45,0.0,909.22,,,,10.0,7.2,1.4,96.4,639.0,38.598,-121.336
56254,,,,,,,,,,,414.04,1960.9,1960.5,,134.5,,1.063,30.51,0.0,909.46,,,,10.5,7.2,1.5,95.9,642.0,38.599,-121.336
56255,,,,,,,,,,,413.69,,1958.3,133.8,134.6,1.059,1.061,30.54,0.0,909.32,,,,10.7,7.2,0.9,95.7,645.0,38.6,-121.336
56256,,,,,,,,,,413.46,413.43,1955.8,1956.1,,137.7,,1.057,30.53,0.0,908.94,,,,10.8,7.2,1.1,95.9,648.0,38.6,-121.336
56257,,,,,,,,,,,413.37,,1955.4,140.9,140.8,,1.053,30.48,0.0,907.74,,,,10.8,7.3,1.6,96.7,651.0,38.601,-121.336
56258,,,,,,,,,,413.31,413.31,1954.8,1955.0,,137.2,1.05,1.049,30.48,0.0,907.58,,,,11.4,7.3,1.9,96.6,654.0,38.601,-121.335
56259,,,,,,,,,,,413.38,,1954.4,132.0,133.3,,1.047,30.6,0.0,908.34,,,,12.2,7.4,1.2,95.5,658.0,38.602,-121.335
56260,,,,,,,,,,413.46,413.44,,1953.6,,132.8,1.045,1.045,30.73,0.0,909.22,,,,12.7,7.4,0.2,94.2,661.0,38.602,-121.335
56261,,,,,,,,,,,413.4,1953.0,1952.7,,134.2,,1.042,30.79,0.0,909.04,,,,12.7,7.4,-0.9,94.0,664.0,38.603,-121.335
56262,,,,,,,,,,,413.32,,1951.4,135.1,133.3,1.038,1.039,30.73,0.0,907.94,,,,12.3,7.4,-0.8,94.7,668.0,38.603,-121.335
56263,,,,,,,,,,413.27,413.3,1950.0,1950.2,,127.4,,1.037,30.67,0.0,906.88,,,,12.0,7.3,-0.8,95.5,671.0,38.604,-121.335
56264,,,,,,,,,,,413.36,,1949.1,121.4,121.5,,1.034,30.71,0.0,907.02,,,,12.0,7.3,-0.8,95.0,675.0,38.605,-121.335
56265,,,,,,,,,,413.41,413.41,1947.7,1948.1,,123.9,1.032,1.031,30.73,0.0,906.8,,,,12.0,7.2,-0.6,94.8,678.0,38.605,-121.335
56266,,,,,,,,,,,413.34,,1947.4,127.3,126.4,,1.027,30.71,0.0,906.22,,,,11.8,7.1,-0.3,95.1,681.0,38.606,-121.335
56267,,,,,,,,,,413.25,413.27,,1947.0,,127.7,1.022,1.022,30.67,0.0,905.18,,,,11.4,7.0,-0.1,95.8,684.0,38.606,-121.334
56268,,,,,,,,,,,413.18,1946.6,1946.6,,128.3,,1.021,30.63,0.0,904.56,,,,11.3,7.0,-0.1,96.1,687.0,38.607,-121.334
56269,,,,,,,,,,,413.09,,1946.4,128.7,128.1,1.019,1.019,30.64,0.0,904.5,,,,11.4,6.9,0.0,96.0,690.0,38.607,-121.334
56270,,,,,,,,,,413.04,413.06,1946.2,1946.2,,126.2,,1.018,30.63,0.0,904.16,,,,11.4,6.8,0.3,96.1,693.0,38.608,-121.334
56271,,,,,,,,,,,413.11,,1946.0,124.3,124.3,,1.016,30.65,0.0,903.96,,,,11.4,6.8,0.0,96.0,696.0,38.608,-121.334
56272,,,,,,,,,,413.16,413.16,1945.9,1945.9,,122.1,1.015,1.014,30.62,0.0,903.4,,,,11.4,6.8,0.0,96.4,699.0,38.609,-121.334
56273,,,,,,,,,,,413.2,,1945.8,119.1,119.8,,1.012,30.62,0.0,903.1,,,,11.3,6.8,-0.1,96.4,702.0,38.609,-121.334
56274,,,,,,,,,,413.24,413.23,,1945.6,,121.2,1.01,1.01,30.61,0.0,902.82,,,,11.4,6.7,-0.3,96.6,704.0,38.61,-121.334
56275,,,,,,,,,,,413.14,1945.5,1945.6,,124.3,,1.011,30.68,0.0,903.18,,,,11.7,6.8,-0.2,95.9,707.0,38.611,-121.334
56276,,,,,,,,,,,413.02,,1946.3,126.3,126.8,1.012,1.012,30.73,0.0,903.3,,,,11.8,6.8,-0.4,95.5,710.0,38.611,-121.334
56277,,,,,,,,,,412.94,412.98,1947.0,1946.9,,128.2,,1.012,30.72,0.0,902.74,,,,11.7,6.8,-0.6,95.8,713.0,38.612,-121.334
56278,,,,,,,,,,,413.08,,1946.9,129.6,129.6,,1.012,30.7,0.0,902.26,,,,11.6,6.8,-0.8,96.0,716.0,38.612,-121.333
56279,,,,,,,,,,413.17,413.16,1946.9,1946.9,,127.1,1.012,1.011,30.7,0.0,901.96,,,,11.5,6.7,-1.1,96.1,719.0,38.613,-121.333
56280,,,,,,,,,,,413.06,,1946.7,123.9,124.7,,1.009,30.7,0.0,901.6,,,,11.3,6.7,-1.0,96.1,722.0,38.613,-121.333
56281,,,,,,,,,,412.93,412.95,,1946.4,,123.1,1.006,1.006,30.67,0.0,900.92,,,,11.0,6.7,-0.8,96.5,725.0,38.614,-121.333
56282,,,,,,,,,,,412.92,1946.2,1946.2,,122.0,,1.005,30.65,0.0,900.52,,,,10.9,6.8,-0.9,96.7,728.0,38.614,-121.333
56283,,,,,,,,,,,412.9,,1946.1,121.2,120.5,1.004,1.004,30.67,0.0,900.32,,,,10.7,6.8,-1.0,96.6,730.0,38.615,-121.333
56284,,,,,,,,,,412.89,412.89,1946.0,1946.0,,118.7,,1.002,30.59,0.0,899.32,,,,10.3,6.9,-0.7,97.4,733.0,38.616,-121.333
56285,,,,,,,,,,,412.89,,1945.7,116.9,116.9,,1.0,30.56,0.0,898.7,,,,10.1,6.9,-0.4,97.7,736.0,38.616,-121.333
56286,,,,,,,,,,412.89,412.9,1945.3,1945.4,,118.2,0.999,0.999,30.57,0.0,898.56,,,,10.2,7.0,0.0,97.5,739.0,38.617,-121.333
56287,,,,,,,,,,,412.93,,1945.3,119.8,119.5,,0.998,30.67,0.0,899.28,,,,10.8,7.0,0.0,96.6,742.0,38.617,-121.333
56288,,,,,,,,,,412.97,412.96,,1945.2,,120.1,0.997,0.997,30.76,0.0,900.06,,,,11.4,6.9,0.3,95.6,746.0,38.618,-121.333
56289,,,,,,,,,,,412.93,1945.2,1945.2,,120.6,,0.996,30.76,0.0,899.42,,,,11.5,7.0,0.5,95.9,749.0,38.618,-121.332
56290,,,,,,,,,,,412.88,,1945.4,120.8,120.5,0.995,0.995,30.72,0.0,898.66,,,,11.5,7.0,0.3,96.5,752.0,38.619,-121.332
56291,,,,,,,,,,412.85,412.86,1945.7,1945.6,,119.5,,0.993,30.73,0.0,898.26,,,,11.6,7.0,0.3,96.5,755.0,38.619,-121.332
56292,,,,,,,,,,,412.89,,1945.0,118.6,118.6,,0.991,30.76,0.0,898.2,,,,11.9,7.0,0.3,96.3,758.0,38.62,-121.332
56293,,,,,,,,,,412.92,412.9,1944.0,1944.3,,117.5,0.989,0.988,30.76,0.0,897.88,,,,12.1,7.0,0.5,96.4,761.0,38.62,-121.332
56294,,,,,,,,,,,412.69,,1943.3,116.2,116.5,,0.985,30.76,0.0,897.18,,,,12.3,7.0,0.8,96.6,765.0,38.621,-121.332
56295,,,,,,,,,,412.45,412.49,,1942.1,,114.0,0.982,0.982,30.75,0.0,896.66,,,,12.4,6.9,1.1,97.0,768.0,38.622,-121.332
56296,,,,,,,,,,,412.32,1941.2,1940.9,,111.0,,0.978,30.72,0.0,896.0,,,,12.3,7.0,0.7,97.3,771.0,38.622,-121.332
56297,,,,,,,,,,,412.17,,1939.9,109.2,109.1,0.972,0.973,30.72,0.0,895.58,,,,12.5,7.0,0.7,97.3,775.0,38.623,-121.332
56298,,,,,,,,,,412.09,412.05,1938.9,1939.0,,108.8,,0.969,30.77,0.0,895.66,,,,12.8,7.1,1.1,96.9,778.0,38.623,-121.332
56299,,,,,,,,,,,411.99,,1937.2,108.6,108.5,,0.965,30.79,0.0,895.42,,,,13.0,7.1,0.9,96.8,781.0,38.624,-121.332
56300,,,,,,,,,,411.93,411.9,1934.7,1935.4,,107.0,0.962,0.962,30.81,0.0,895.08,,,,12.9,7.2,0.4,96.6,785.0,38.624,-121.331
56301,,,,,,,,,,,411.7,,1934.2,105.1,105.5,,0.96,30.81,0.0,894.56,,,,12.8,7.2,0.2,96.8,788.0,38.625,-121.331
56302,,,,,,,,,,411.46,411.49,,1933.3,,103.8,0.959,0.959,30.8,0.0,894.38,,,,12.9,7.2,0.7,96.8,791.0,38.625,-121.331
56303,,,,,,,,,,,411.33,1932.6,1932.5,,102.1,,0.958,30.84,0.0,893.9,,,,12.8,7.2,0.4,96.7,795.0,38.626,-121.331
56304,,,,,,,,,,,411.17,,1932.2,101.1,100.4,0.958,0.958,30.9,0.0,894.02,,,,12.7,7.2,0.5,96.1,798.0,38.626,-121.331
56305,,,,,,,,,,411.09,411.07,1931.8,1931.8,,98.6,,0.959,30.92,0.0,893.52,,,,12.7,7.2,1.0,96.3,801.0,38.627,-121.331
56306,,,,,,,,,,,411.04,,1931.3,97.0,96.9,,0.96,30.89,0.0,893.02,,,,12.7,7.2,1.1,96.5,804.0,38.627,-121.331
56307,,,,,,,,,,411.01,410.96,1930.6,1930.8,,96.5,0.96,0.961,30.92,0.0,892.74,,,,12.8,7.1,0.9,96.4,807.0,38.628,-121.331
56308,,,,,,,,,,,410.62,,1928.3,95.9,96.0,,0.965,30.93,0.0,892.62,,,,12.8,7.0,0.7,96.3,811.0,38.629,-121.331
56309,,,,,,,,,,410.22,410.27,,1924.7,,92.7,0.968,0.968,30.95,0.0,892.44,,,,13.0,7.0,0.7,96.1,813.0,38.629,-121.33
56310,,,,,,,,,,,410.04,1922.3,1922.2,,88.6,,0.966,30.96,0.0,892.1,,,,13.2,6.9,0.5,96.2,816.0,38.63,-121.33
56311,,,,,,,,,,409.73,409.84,,1921.8,86.2,87.9,0.964,0.964,30.98,0.0,891.96,,,,13.3,6.8,0.5,96.1,819.0,38.63,-121.33
56312,,,,,,,,,,,409.74,1921.5,1921.5,,91.8,,0.964,30.97,0.0,891.54,,,,13.3,6.7,0.4,96.3,822.0,38.631,-121.33
56313,,,,,,,,,,,409.77,,1921.4,95.5,95.4,,0.963,30.98,0.0,891.26,,,,13.3,6.7,0.2,96.3,825.0,38.631,-121.33
56314,,,,,,,,,,409.79,409.79,1921.3,1921.3,,93.7,0.963,0.964,30.96,0.0,890.8,,,,13.3,6.7,0.0,96.5,827.0,38.632,-121.33
56315,,,,,,,,,,,409.79,,1920.9,91.6,92.1,,0.967,30.97,0.0,890.64,,,,13.3,6.7,-0.2,96.5,830.0,38.632,-121.33
56316,,,,,,,,,,409.8,409.8,,1920.2,,92.6,0.969,0.97,30.95,0.0,890.14,,,,13.3,6.6,-0.2,96.7,833.0,38.633,-121.33
56317,,,,,,,,,,,409.76,1919.8,1919.7,,93.9,,0.971,30.93,0.0,889.74,,,,13.2,6.6,-0.4,96.9,836.0,38.633,-121.33
56318,,,,,,,,,,409.7,409.72,,1919.4,94.6,93.1,0.972,0.972,30.93,0.0,889.48,,,,13.3,6.7,-0.6,96.9,838.0,38.634,-121.329
56319,,,,,,,,,,,409.73,1919.1,1919.1,,89.9,,0.972,30.95,0.0,889.66,,,,13.2,6.8,-0.7,96.6,841.0,38.634,-121.329
56320,,,,,,,,,,,409.79,,1919.1,87.0,87.1,,0.972,30.97,0.0,889.38,,,,12.9,6.8,-0.8,96.6,844.0,38.635,-121.329
56321,,,,,,,,,,409.83,409.81,1919.1,1919.1,,87.5,0.972,0.973,30.95,0.0,888.74,,,,12.7,6.8,-1.0,96.9,846.0,38.636,-121.329
56322,,,,,,,,,,,409.74,,1919.1,87.9,87.8,,0.973,30.95,0.0,888.5,,,,12.6,6.8,-1.1,96.9,849.0,38.636,-121.329
56323,,,,,,,,,,409.66,409.67,,1919.1,,86.4,0.974,0.974,31.0,0.0,888.46,,,,12.6,6.8,-1.2,96.7,852.0,38.637,-121.329
56324,,,,,,,,,,,409.68,1919.1,1918.9,,84.5,,0.972,31.0,0.0,888.2,,,,12.5,6.8,-1.1,96.7,855.0,38.637,-121.329
56325,,,,,,,,,,409.72,409.71,,1918.1,83.4,84.8,0.969,0.969,31.0,0.0,887.9,,,,12.3,6.7,-1.0,96.7,858.0,38.638,-121.329
56326,,,,,,,,,,,409.95,1917.4,1917.4,,87.7,,0.968,30.98,0.0,887.56,,,,12.1,6.7,-1.0,96.8,860.0,38.638,-121.329
56327,,,,,,,,,,,410.38,,1916.6,90.2,90.2,,0.967,30.96,0.0,887.1,,,,12.0,6.7,-1.0,97.0,863.0,38.639,-121.328
56328,,,,,,,,,,410.72,410.71,1915.5,1915.8,,90.2,0.966,0.966,30.94,0.0,886.74,,,,11.8,6.7,-1.0,97.2,866.0,38.639,-121.328
56329,,,,,,,,,,,410.63,,1915.5,90.1,90.1,,0.965,30.93,0.0,886.36,,,,11.7,6.8,-1.0,97.3,869.0,38.64,-121.328
56330,,,,,,,,,,410.54,410.55,,1915.6,,90.5,0.965,0.964,30.94,0.0,886.16,,,,11.6,6.7,-1.0,97.2,872.0,38.64,-121.328
56331,,,,,,,,,,,410.5,1915.6,1915.6,,91.1,,0.963,30.93,0.0,885.8,,,,11.5,6.7,-1.0,97.3,875.0,38.641,-121.328
56332,,,,,,,,,,410.45,410.47,,1915.6,91.4,90.8,0.96,0.961,30.94,0.0,885.64,,,,11.4,6.7,-0.9,97.2,878.0,38.641,-121.328
56333,,,,,,,,,,,410.48,1915.6,1915.6,,89.5,,0.96,30.94,0.0,885.34,,,,11.2,6.7,-0.8,97.2,880.0,38.642,-121.328
56334,,,,,,,,,,,410.53,,1915.6,88.4,88.4,,0.961,30.93,0.0,884.98,,,,11.1,6.7,-0.7,97.2,883.0,38.643,-121.328
56335,,,,,,,,,,410.57,410.59,1915.5,1915.5,,87.9,0.961,0.961,30.89,0.0,884.44,,,,10.9,6.7,-0.6,97.5,886.0,38.643,-121.328
56336,,,,,,,,,,,410.67,,1915.5,87.3,87.4,,0.961,30.87,0.0,884.0,,,,10.9,6.8,-0.6,97.7,889.0,38.644,-121.328
56337,,,,,,,,,,410.76,410.75,,1915.4,,87.8,0.962,0.962,30.88,0.0,883.8,,,,10.9,6.8,-0.6,97.6,892.0,38.644,-121.328
56338,,,,,,,,,,,410.75,1915.4,1915.4,,88.4,,0.959,30.89,0.0,883.7,,,,10.9,6.8,-0.5,97.5,895.0,38.645,-121.327
56339,,,,,,,,,,410.73,410.74,,1915.3,88.8,88.6,0.957,0.957,30.87,0.0,883.16,,,,10.8,6.9,-0.4,97.8,898.0,38.645,-121.327
56340,,,,,,,,,,,410.71,1915.2,1915.2,,88.3,,0.957,30.85,0.0,882.68,,,,10.7,6.9,-0.3,98.0,901.0,38.646,-121.327
56341,,,,,,,,,,,410.67,,1915.4,88.0,88.4,,0.958,30.87,0.0,882.58,,,,10.7,7.0,-0.3,97.8,904.0,38.646,-121.327
56342,,,,,,,,,,410.64,410.63,1915.5,1915.5,,91.4,0.958,0.958,30.88,0.0,882.46,,,,10.7,7.0,-0.2,97.5,907.0,38.647,-121.327
56343,,,,,,,,,,,410.6,,1915.7,94.8,94.4,,0.959,30.85,0.0,881.88,,,,10.6,7.0,-0.2,97.8,911.0,38.648,-121.327
56344,,,,,,,,,,410.58,410.58,,1915.9,,93.5,0.959,0.96,30.86,0.0,881.74,,,,10.6,7.0,-0.2,97.6,914.0,38.648,-121.327
56345,,,,,,,,,,,410.54,1916.0,1916.0,91.3,92.0,,0.963,30.86,0.0,881.56,,,,10.6,7.0,-0.1,97.5,917.0,38.649,-121.327
56346,,,,,,,,,,410.48,410.5,,1915.9,,90.9,0.967,0.967,30.87,0.0,881.32,,,,10.6,7.0,0.0,97.3,920.0,38.649,-121.327
56347,,,,,,,,,,,410.47,1915.8,1915.9,,90.2,,0.968,30.86,0.0,880.98,,,,10.6,7.1,0.0,97.3,923.0,38.65,-121.327
56348,,,,,,,,,,,410.46,,1916.0,89.6,89.9,0.97,0.97,30.86,0.0,880.74,,,,10.6,7.1,0.0,97.3,926.0,38.65,-121.327
56349,,,,,,,,,,410.45,410.45,1916.2,1916.2,,91.3,,0.97,30.86,0.0,880.54,,,,10.6,7.0,0.0,97.1,930.0,38.651,-121.327
56350,,,,,,,,,,,410.47,,1916.2,92.7,92.6,,0.97,30.85,0.0,880.2,,,,10.7,7.0,0.1,97.2,933.0,38.651,-121.326
56351,,,,,,,,,,410.49,410.49,,1916.3,,92.0,0.969,0.969,30.82,0.0,879.68,,,,10.7,6.9,0.1,97.4,936.0,38.652,-121.326
56352,,,,,,,,,,,410.44,1916.3,1916.2,90.8,91.2,,0.968,30.82,0.0,879.4,,,,10.8,6.9,0.2,97.4,939.0,38.652,-121.326
56353,,,,,,,,,,410.37,410.39,,1916.0,,91.0,0.968,0.968,30.84,0.0,879.32,,,,10.8,6.8,0.2,97.1,942.0,38.653,-121.326
56354,,,,,,,,,,,410.37,1915.8,1915.9,,91.3,,0.968,30.81,0.0,878.96,,,,10.8,6.8,0.4,97.2,945.0,38.654,-121.326
56355,,,,,,,,,,,410.38,,1916.2,91.5,91.0,0.968,0.968,30.76,0.0,878.12,,,,10.8,6.7,0.3,97.9,948.0,38.654,-121.326
56356,,,,,,,,,,410.39,410.39,1916.6,1916.6,,88.0,,0.968,30.73,0.0,877.76,,,,10.9,6.7,0.2,98.0,951.0,38.655,-121.326
56357,,,,,,,,,,,410.4,,1916.5,84.7,85.1,,0.969,30.76,0.0,877.8,,,,11.1,6.7,0.1,97.6,953.0,38.655,-121.326
56358,,,,,,,,,,410.42,410.42,,1916.4,,89.0,0.969,0.969,30.79,0.0,878.12,,,,11.3,6.7,-1.2,97.1,956.0,38.656,-121.326
56359,,,,,,,,,,,410.37,1916.3,1916.2,96.3,94.0,,0.97,30.84,0.0,878.64,,,,11.2,6.6,-2.5,96.3,959.0,38.656,-121.326
56360,,,,,,,,,,410.31,410.32,,1916.1,,96.0,0.971,0.971,30.84,0.0,878.42,,,,10.6,6.6,-3.7,96.2,962.0,38.657,-121.326
56361,,,,,,,,,,,410.31,1915.9,1915.9,,95.6,,0.97,30.8,0.0,877.9,,,,9.7,6.6,-5.0,96.5,964.0,38.657,-121.326
56362,,,,,,,,,,,410.3,,1915.8,95.3,94.7,0.968,0.969,30.77,0.0,877.24,,,,8.5,6.6,-6.3,96.9,967.0,38.658,-121.326
56363,,,,,,,,,,410.3,410.29,1915.7,1915.8,,91.9,,0.968,30.76,0.0,877.1,,,,7.2,6.6,-7.5,96.8,969.0,38.659,-121.325
56364,,,,,,,,,,,410.27,,1915.9,88.9,89.2,,0.968,30.73,0.0,876.62,,,,5.9,6.6,-8.1,97.1,972.0,38.659,-121.325
56365,,,,,,,,,,410.25,410.25,,1916.1,,91.7,0.968,0.968,30.72,0.0,876.4,,,,4.5,6.6,-8.9,97.1,974.0,38.66,-121.325
56366,,,,,,,,,,,410.2,1916.2,1916.2,96.2,94.8,,0.969,30.69,0.0,875.94,,,,3.0,6.5,-9.7,97.5,977.0,38.66,-121.325
56367,,,,,,,,,,410.13,410.15,,1916.2,,94.4,0.97,0.97,30.65,0.0,875.4,,,,1.4,6.5,-9.7,97.7,979.0,38.661,-121.325
56368,,,,,,,,,,,410.15,1916.3,1916.3,,91.2,,0.97,30.59,0.0,874.76,,,,-0.2,6.5,-9.5,98.3,982.0,38.661,-121.325
56369,,,,,,,,,,,410.18,,1916.6,88.8,89.3,0.971,0.971,30.59,0.0,874.44,,,,358.0,6.5,-9.5,98.3,984.0,38.662,-121.326
56370,,,,,,,,,,410.2,410.17,1916.9,1916.8,,91.1,,0.972,30.61,0.0,874.54,,,,356.6,6.5,-9.5,98.0,987.0,38.662,-121.326
56371,,,,,,,,,,,410.1,,1916.7,93.0,92.8,,0.972,30.6,0.0,874.36,,,,355.1,6.5,-9.5,98.0,989.0,38.663,-121.326
56372,,,,,,,,,,410.02,410.02,,1916.4,,89.2,0.973,0.973,30.57,0.0,873.82,,,,353.4,6.5,-9.4,98.3,992.0,38.664,-121.326
56373,,,,,,,,,,,410.03,1916.3,1916.4,83.2,85.0,,0.973,30.51,0.0,872.96,,,,351.7,6.4,-9.5,99.0,994.0,38.664,-121.326
56374,,,,,,,,,,410.04,410.03,,1916.5,,85.2,0.974,0.974,30.46,0.0,872.52,,,,350.1,6.5,-8.7,99.4,996.0,38.665,-121.326
56375,,,,,,,,,,,410.04,1916.6,1916.7,,88.9,,0.974,30.39,0.0,871.54,,,,348.6,6.3,-8.2,100.2,999.0,38.665,-121.326
56376,,,,,,,,,,,410.04,,1916.9,91.8,91.6,0.973,0.974,30.37,0.0,871.24,,,,347.5,6.4,-7.7,100.4,1001.0,38.666,-121.326
56377,,,,,,,,,,410.04,410.02,1917.1,1917.1,,90.8,,0.975,30.42,0.0,871.6,,,,346.4,6.5,-7.5,99.8,1004.0,38.666,-121.327
56378,,,,,,,,,,,409.95,,1917.3,90.0,90.1,,0.977,30.48,0.0,871.88,,,,345.2,6.5,-8.0,99.1,1007.0,38.667,-121.327
56379,,,,,,,,,,409.88,409.88,,1917.6,,90.0,0.978,0.979,30.43,0.0,871.4,,,,344.0,6.5,-8.1,99.4,1009.0,38.667,-121.327
56380,,,,,,,,,,,409.89,1917.7,1917.7,90.1,90.1,,0.98,30.35,0.0,870.28,,,,342.6,6.5,-5.4,100.1,1012.0,38.668,-121.327
