GPSLat,GPSLon,GPSAlt,AmbTemp,CO2_ppm_zscore,CH4_ppb_zscore,CO_ppb_zscore,H2O_pct_zscore,NO_ppbv_zscore,NO2_ppbv_zscore,NOy_ppbv_zscore,O3_ppbv_zscore,NOx_ppbv_zscore,Ox_ppbv_zscore
38.549,-121.328,302.39,,0.483415188026715,,,0.9029503334517727,,,,,,
38.549,-121.329,307.15,,,0.4699716056801036,,,,,,,,
38.549,-121.33,310.13,,0.3644361011882196,,1.3329440135929467,0.7535476030186063,,,,,,
38.549,-121.331,316.64,,,0.3323066435460313,,,,,,,,
38.549,-121.331,317.7,,,,1.0674855406559007,,,,,,,
38.55,-121.332,323.98,,0.22437211288467704,0.23513137615727941,,0.568572793910877,,,,,,
38.55,-121.332,327.81,,,,0.8648236957254672,,,,,,,
38.55,-121.332,330.35,,0.09485057531365802,,,0.43339889494753603,,,,,,
38.551,-121.333,338.09,,,0.12985816981945977,,,,,,,,
38.551,-121.334,339.27,,0.021053420185984207,,0.402412162222225,0.27688174877945704,,,,,,
38.551,-121.334,345.18,,,0.09746641402321325,,,,,,,,
38.551,-121.335,348.71,,,,0.35674188730832473,,,,,,,
38.552,-121.335,352.7,,-0.006055738840500179,0.06507465822696058,,0.15237947341848548,,,,,,
38.552,-121.336,357.53,,,,0.14551686583153495,,,,,,,
38.552,-121.336,358.89,,-0.028646704695915248,,,0.07412090033444599,,,,,,
38.553,-121.337,362.95,,,0.05157809331185581,,,,,,,,
38.553,-121.337,368.37,,-0.061780121283845364,,-0.045727410370422904,0.07056369246698964,,,,,,
38.553,-121.338,372.79,,,0.02188565049862164,,,,,,,,
38.554,-121.338,378.07,,,,0.04561313945737769,,,,,,,
38.554,-121.339,381.99,,-0.12352876128863628,-0.013205418280649528,,0.10613577114155305,,,,,,
38.554,-121.339,383.35,,,,0.022778002000427542,,-2.087424285062587,0.37601973860447513,,-0.14848863145052613,-2.1816987173622633,-0.14350065600452272
38.555,-121.339,387.69,,-0.17774707934162218,,,0.15949388915339818,1.3686609202762985,-0.28267728659364166,,-0.11448028921016151,1.4114517734751535,-0.11828453226204987
38.555,-121.34,390.21,,,-0.026701983195754297,-0.16275748983729307,,-0.7597817976458198,0.5804429533211319,,-0.1254115420731361,-0.5593732449105868,-0.11767691482247361
38.556,-121.34,394.8,,-0.21841081788135733,,,0.19150875996050523,-1.107497687207354,-1.6682124085620942,,-0.0795610092312157,-2.1456470401966707,-0.10187886139345215
38.556,-121.34,396.78,,,-0.05909373899200696,,,-1.0126660809632992,-0.7369510970751016,-0.1619544510226998,-0.12298237477025213,-1.5447857541034569,-0.13317115953170264
38.557,-121.341,401.13,,,,-0.1370679601982239,0.2057375914303306,-0.9810555455486143,0.26245128598411016,1.0474879628582208,-0.18067509821372613,-0.9799761451758361,-0.1772234239010847
38.557,-121.341,401.76,,-0.29070190861867184,-0.08338755583919186,,,-0.6965607268164499,-0.2599635960695687,-0.23525399125790705,-0.06923704819396267,-0.9319072422883792,-0.07271322429372502
38.558,-121.341,404.76,,,,-0.08854329310220457,,1.9165768674641706,-1.2366522886047073,0.12208126738872847,0.003637970892532282,1.5316240306937958,-0.012862906495323654
38.558,-121.341,407.01,,-0.2952201017897497,-0.07798892987314873,,0.1381506419486601,1.9587242480170837,-0.9868016928399044,-0.23525399125790705,-0.021564639874879863,1.71188241652176,-0.03473713432012062
38.558,-121.341,408.44,,,,-0.1342135680161053,,0.07262896827421661,0.625870334369278,0.8825639973290041,-0.16093811387780127,0.4140220385604191,-0.15261491759818813
38.559,-121.342,412.81,,-0.296726166180109,,,0.0919069396717277,0.17799741965649965,-0.032826690828838774,0.48857896856476507,-0.027333912219228988,0.1856947498449979,-0.027749533764976422
38.559,-121.342,413.53,,,-0.07528961689013024,,,1.136850327235276,-1.7590671706583862,1.0658128479170226,-0.02460109900348535,0.36595313567296195,-0.04810471799082844
38.56,-121.342,416.43,,,,-0.10566964619491749,0.0492204452622516,-0.3699185275313724,0.9665756922303728,0.571040951329373,-0.17065478308933493,0.08955694407008373,-0.15777966583459924
38.56,-121.342,420.42,,-0.296726166180109,-0.061793051975025465,,,-0.390992217807829,-0.5779552634065906,1.3590110088578518,-0.2605339732960111,-0.7396316307385509,-0.26806223111794625
38.561,-121.342,422.98,,,,-0.0913976852843236,,-1.1601819128984956,-0.28267728659364166,0.39695454327075586,-0.22925844427139014,-1.4726823997722713,-0.23312422834222962
38.562,-121.342,428.07,,-0.2982322305704769,-0.056394426008982326,,-0.004137672749593524,-0.19079216018149114,-0.3053909771177147,1.0474879628582208,-0.1020308067828842,-0.37911485908262277,-0.10613218347049672
38.562,-121.342,430.38,,,,-0.14277674456246153,,0.8207449730884264,-0.2599635960695687,-0.23525399125790705,-0.15273967423057033,0.7985732616600757,-0.15626062223565426
38.563,-121.343,435.96,,-0.29070190861867184,,,-0.043266959291613276,0.2939027161770111,-0.7369510970751016,1.34068612379905,-0.11751674833876484,-0.05464976459228746,-0.1273987938557153
38.563,-121.343,436.86,,,-0.03749923512783443,,,-1.2971608996954636,0.7167250964655699,-0.09781735331689337,-0.20284124985253496,-1.100148402394479,-0.19332528604989213
38.563,-121.343,439.64,,,,-0.28264196148628185,-0.14286877958039082,-1.4446767316306597,1.4435631932359057,0.9558635375642115,,-0.883838339400922,
38.564,-121.343,444.33,,-0.22594113983316233,0.029983589447689408,,,-0.42260275322251395,0.17159652388781818,-0.06116758319928981,,-0.3911320848044871,
38.564,-121.343,446.39,,,,-0.21128215693331237,,0.18853426479472796,-0.032826690828838774,2.0187068709747176,,0.1856947498449979,
38.565,-121.343,451.8,,-0.19280772324522366,0.05157809331185581,,-0.33495800442303286,1.042018720991221,-0.6006689539306636,0.7359649168585897,,0.8706766159912612,
38.565,-121.343,452.66,,,,0.0027972567255960096,,0.12531319396535814,-0.19182252449734974,0.7909395720349952,-0.31215377848227627,0.041488041182626695,-0.31484877396542577
38.566,-121.343,456.22,,-0.12804695445971415,,,-0.48080352698874285,-0.12757108935212128,-0.8505195496954665,0.4152794283295577,-0.22956209018424983,-0.5954249220761797,-0.24102325505674035
38.566,-121.343,461.0,,,0.11096297893831801,,,0.9998713404383077,-0.5552415728825176,1.0749752904464236,-0.19160635107670068,0.8466421645475328,-0.1990976517258795
38.567,-121.343,465.05,,,,-0.11994160710551138,-0.6551067124941036,2.2221453764727914,-0.39624573921400663,0.6076907214469768,-0.21012875176118465,2.3127437026149735,-0.21550332259447721
38.568,-121.343,470.14,,-0.10846811738502624,0.13795610876852754,,,-0.4647501337754272,-0.010113000304765765,1.1482748306816306,-0.2578011600802675,-0.5353387934668583,-0.25803654336491433
38.568,-121.343,473.95,,,,-0.22555411784390628,,-0.1697184699050345,-0.3281046676417877,1.5789096295634735,-0.25203188773591834,-0.3670976333607585,-0.2565174997659694
38.569,-121.344,478.78,,-0.08286502274890115,0.14875336070060768,,-0.7760517799876188,-0.9283713198574728,-0.5552415728825176,0.2686803478591432,-0.11265841373299909,-1.3525101425536286,-0.12010738458078295
38.569,-121.344,479.77,,,,-0.2769331771220442,,-0.7176344170929065,0.14888283336374517,0.2870052329179448,-0.14575581823478248,-0.7396316307385509,-0.143804464724313
38.569,-121.344,483.0,,-0.054249799332048904,,,-0.8649819766740273,0.1990711099329563,0.17159652388781818,-0.7575132154337592,-0.26144491103459233,0.3178842327855048,-0.259251778244069
38.57,-121.344,488.68,,,0.13255748280248442,,,0.2412184904858695,-1.7817808611824593,0.5069038536235669,-0.21468344045409074,-0.6675282764073652,-0.23859278529842887
38.57,-121.344,491.13,,,,-0.10852403837703611,-0.9467977576255232,-0.8651502490281029,-0.9868016928399044,0.8184268996231979,-0.1670110321350101,-1.508734076937864,-0.18026151109897245
38.571,-121.344,497.32,,-0.07081650762600968,0.15955061263269396,,,1.821745261220116,-1.2593659791287803,1.1024626180346262,-0.20435947941683769,1.4234689991970177,-0.22097187955067646
38.571,-121.344,498.24,,,,-0.15704870547305544,,1.147387172373504,-0.9186606212676853,1.7255087100338882,-0.22227458827560012,0.8226077131038042,-0.2343394632213843
38.572,-121.344,503.47,,-0.09340747348142475,0.17844580351384184,,-0.985927044167543,0.3887343224210658,0.3533060480804021,1.120787503093428,-0.21620167001839347,0.6303321015539759,-0.21155380923722295
38.573,-121.344,507.31,,,,-0.17988384293000556,,0.325513251591696,-0.010113000304765765,0.19538080762393584,-0.24110063487294592,0.36595313567296195,-0.2413270637765285
38.573,-121.344,512.03,,-0.17473495056089502,,,-1.0001558756373683,-0.5490448948812536,0.05802807126745319,-0.4368277269047272,-0.32824701186387845,-0.5954249220761797,-0.32760874019655734
38.574,-121.344,515.79,,,0.20273962036102675,,,0.8102081279501981,-0.10096776240105777,0.4610916409765623,-0.363469937755684,0.8706766159912612,-0.3649772127305855
38.574,-121.344,519.06,,-0.2199168822717166,,-0.1541943132909368,-0.9965986677699119,0.9471871147471661,-0.9186606212676853,1.0841377329758244,-0.33492722194680663,0.5942804243883831,-0.3473563069828331
38.574,-121.344,520.7,,,0.24053000212332254,,,-0.08542370879920805,-1.2139385980806343,0.8001020145643961,-0.29302408597207297,-0.7396316307385509,-0.3093802170092287
38.575,-121.344,525.04,,,,-0.16275748983729307,,-0.9389081649957011,-0.7369510970751016,0.6535029340939814,-0.31974492630378787,-1.4486479483285428,-0.32973540123507855
38.575,-121.344,528.24,,-0.24551997690785027,0.23783068914029792,,-0.9788126284326303,-0.5806554302959386,0.3533060480804021,0.27784279038854387,-0.3088136734408133,-0.4752526648575369,-0.3042154687728176
38.576,-121.344,533.43,,,,-0.12279599928763,,-1.4341398864924315,0.012600690219307167,1.2398992559756399,-0.36802462644859,-1.6289063341565067,-0.36801529992847326
38.577,-121.344,536.63,,-0.23949571934640454,,,-0.9788126284326303,0.6521554508767735,-0.6688100255028826,0.05794416968292216,-0.37197202331577456,0.3899875871166905,-0.38107907487939296
38.577,-121.344,538.68,,,0.22703343720821778,-0.17988384293000556,,0.2517553356240978,-0.9413743117917583,-0.455152611963529,-0.4451506883151292,-0.21087369897652297,-0.4579426809859683
38.577,-121.344,543.08,,-0.2304593330042402,,,-0.9894842520349992,0.6416186057385451,-0.6460963349788096,0.0854314972711248,-0.42662828763064525,0.3779703613948262,-0.43546083572159505
38.578,-121.344,546.17,,,0.20273962036102675,,,-0.04327632824629481,1.3981358121877596,1.221574370916838,-0.3886725485230961,0.7024354558851614,-0.3701419609669945
38.579,-121.344,551.41,,,,-0.25695243184721267,-1.0037130835048245,0.16746057451827134,-0.8278058591713935,0.30533011797674664,-0.2711615802461238,-0.2469253761421158,-0.28234124094802066
38.579,-121.344,554.33,,-0.23347146178496736,0.21893549825915615,,,-0.6544133462635368,0.17159652388781818,0.8459142272114007,-0.27389439346186745,-0.6434938249636367,-0.27140412703562433
38.579,-121.344,556.49,,,,-0.16275748983729307,,0.6626922960150018,-0.5779552634065906,0.44276675591776044,-0.4381668323193392,0.4500737157260119,-0.44579033219441516
38.58,-121.344,560.77,,-0.26058062081146033,0.2513272540554027,,-1.010827499239737,-0.7281712622311348,1.148285216422957,-0.4368277269047272,-0.4579038166552662,-0.22289092469838725,-0.4427522449965252
38.58,-121.344,563.87,,,,-0.3168946676717069,,1.178997707788189,-2.031631456947262,-0.6750512326691509,-0.4068913032947204,0.26981532989804785,-0.4339417921226501
38.581,-121.344,569.51,,-0.3629929993559778,,,-0.9681410048302612,1.4951030619350383,0.12616914283967215,0.3328174455649494,-0.45668923300382314,1.7839857708529456,-0.4549045937880805
38.581,-121.344,571.57,,,0.30261420073280326,,,0.7575239022590566,-0.16910883397327672,-0.1161422383756952,-0.46215485943531043,0.7745388102163472,-0.4646264728213222
38.582,-121.344,578.52,,,,-0.13992235238034292,-0.8969968474811344,-1.8766873822980206,0.23973759546003712,-0.23525399125790705,-0.47855173872977225,-2.0134575572561637,-0.4755635867337207
38.582,-121.344,579.52,,-0.42172951058005015,0.32690801757999427,,,-0.5490448948812536,0.14888283336374517,0.3603047731531522,,-0.5473560191887226,
38.583,-121.344,584.89,,,,-0.26266121621145033,,-1.1496450677602672,-0.6688100255028826,0.3328174455649494,,-1.6649580113220994,
38.583,-121.344,588.28,,-0.5949269154715229,0.3619990863592655,,-0.7689373642527061,0.7364502119826001,-2.0997725285194813,-0.10697979584629429,,-0.27095982758584436,
38.584,-121.344,591.65,,,,-0.40823521749950786,,1.5056399070732667,-0.9868016928399044,0.0029695145065166345,-0.15486519562059245,1.1951417104815965,-0.1681091623074193
38.585,-121.344,595.6,,-0.7123999379196589,,,-0.5626193079402387,1.589934668179093,-2.485905267428722,-0.23525399125790705,-0.011240678837626826,0.49814261861346887,-0.044459013353362276
38.585,-121.344,598.25,,,0.34850252144416066,,,0.35712378700638087,-0.9868016928399044,0.23203057774153954,-0.09656518035139693,-0.11473589320160886,-0.10977788810796288
38.585,-121.344,599.27,,,,-0.3226034520359445,-0.49503235845856824,0.8102081279501981,-1.2139385980806343,-0.05200514066988889,-0.0996016394800024,0.28183255561991216,-0.11585406250374054
38.586,-121.344,602.3,,-0.730472710603979,0.35390114741020384,,,0.6205449154620886,-0.4416731202621526,0.0854314972711248,-0.1296625848531803,0.48612539289160456,-0.13529782057022602
38.586,-121.344,604.51,,,,-0.4453423158670519,,2.475029659790271,-1.4410755033213642,1.8262955778572982,-0.18219332777802888,2.060381962455824,-0.20122431276440286
38.587,-121.344,607.63,,-0.6114936237654922,0.34040458249509903,,-0.6302062574219092,-0.4120659080842856,-0.10096776240105777,1.0474879628582208,-0.2647850160760553,-0.5233215677449939,-0.26623937879921317
38.588,-121.344,609.7,,,,-0.3854000800425577,,2.3275138278550744,-2.031631456947262,0.09459393980052572,-0.3182266967394851,1.5796929335812528,-0.3455334546641
38.588,-121.344,612.64,,-0.5873965935197178,,,-0.7547085327828807,0.7575239022590566,-0.6688100255028826,0.7909395720349952,-0.32642513638671605,0.5101598443353331,-0.3355077669110681
38.588,-121.344,613.13,,,0.3673977123253086,,,0.4098080126975225,0.9892893827544458,-0.24441643378730799,-0.47581892551402866,0.990848873209904,-0.4628036205025891
38.589,-121.344,615.55,,-0.575348078396835,,-0.1970101960227185,-0.8222954822645512,-0.38045537266960067,0.830293549085935,0.18621836509453493,-0.42207359893773916,0.017453589738898136,-0.4111561381384866
38.589,-121.344,617.44,,,0.37279633829134556,,,-0.5595817400194819,0.535015572272986,-0.3360408590813172,-0.428146517194948,-0.3550804076388942,-0.4208780171717304
38.59,-121.344,618.59,,,,-0.37969129567832005,-0.8578675609391146,1.4845662167968101,-0.3281046676417877,0.5618785087999721,-0.4521345443109192,1.5196068049719316,-0.4567274461068136
38.591,-121.344,621.76,,-0.575348078396835,0.37819496425738874,,,-0.19079216018149114,0.14888283336374517,1.4781227617400639,-0.49464497211137226,-0.1507875703672016,-0.4928806837616849
38.591,-121.344,622.31,,,,-0.3996720409531516,,0.7575239022590566,-0.7142374065510286,1.0841377329758244,-0.5486939446005236,0.48612539289160456,-0.5588071759558618
38.592,-121.344,625.04,,-0.5723359496161163,,,-0.882768016011309,-0.4858238240518838,-1.1912249075565615,0.9283762099760088,-0.5559814465091732,-1.184268982447529,-0.5724785683463599
38.592,-121.344,627.72,,,0.3916915291724935,-0.41965278622798313,,-0.9072976295810161,1.3981358121877596,0.5527160662705715,-0.5468720691233612,-0.29499427902957287,-0.5284263039769779
38.593,-121.344,631.09,,-0.5858905291293586,,,-0.893439639613678,0.22014480020941293,-0.28267728659364166,1.1482748306816306,-0.4955559098499535,0.10157416979194801,-0.49956447559703887
38.593,-121.344,634.58,,,0.3970901551385366,,,-0.9599818552721577,-1.2366522886047073,-0.1986042211403035,-0.5347262326089457,-1.7490785913751494,-0.5515157666809295
38.594,-121.344,636.99,,,,-0.48530380641671494,-0.893439639613678,-0.9389081649957011,-0.19182252449734974,0.3328174455649494,-0.49251945072135017,-1.1602345310038003,-0.4953111535199943
38.594,-121.344,642.22,,-0.5828784003486399,0.3943908421555181,,,-0.10649739907566468,-0.4416731202621526,0.497741411094166,-0.43330849771357344,-0.3550804076388942,-0.43941034907884935
38.595,-121.344,643.14,,,,-0.28835074585051906,,0.2728290259005544,-1.2366522886047073,0.15873103750633216,-0.48098090603265625,-0.34306318191702995,-0.4977416232783058
38.595,-121.344,646.04,,-0.5648056276643113,0.3592997733762408,,-0.9041112632160471,-0.5595817400194819,0.14888283336374517,0.6168531639763777,-0.5307788357417611,-0.5593732449105868,-0.5293377301363444
38.596,-121.344,651.44,,,,-0.4910125907809526,,-0.1381079344903496,0.0807417617915262,0.14040615244753032,-0.4685314236053789,-0.11473589320160886,-0.4676645600192099
38.596,-121.344,653.4,,-0.5211297603438491,,,-0.9005540553485907,-0.2961606115637742,-0.05554038135291179,0.5069038536235669,-0.4791590305554938,-0.37911485908262277,-0.4804245262503415
38.597,-121.344,660.14,,,0.3323066435460313,,,1.7374505001142893,-1.1912249075565615,-0.21692910619910535,-0.5289569602645987,1.351365644865832,-0.5448319748455756
38.597,-121.344,661.18,,,,-0.3996720409531516,-0.882768016011309,0.704839676567915,-0.4416731202621526,1.1116250605640272,-0.5131673727958562,0.5822631986665188,-0.5193120423833124
38.598,-121.344,666.59,,-0.5316722110763726,0.316110765647908,,,0.16746057451827134,0.671297715417424,1.203249485858036,-0.5040579954100463,0.5582287472227903,-0.4953111535199943
38.598,-121.344,670.12,,,,-0.30262270676111297,,0.13585003910358645,-0.16910883397327672,0.8459142272114007,-0.4521345443109192,0.06552249262635518,-0.45460078506829027
38.599,-121.344,672.4,,-0.5316722110763726,0.3134114526648895,,-0.8649819766740273,-0.23293954073440434,-0.8959469307436123,-0.31771597402251534,-0.3874579648716552,-0.7396316307385509,-0.39961140678651186
38.6,-121.344,679.04,,,,-0.38825447222467635,,-0.06435001852275145,-0.10096776240105777,0.48857896856476507,-0.35405691445701215,-0.12675311892347307,-0.3555591424171298
38.6,-121.344,680.11,,-0.5407085974185369,,,-0.8436387294692893,-0.08542370879920805,-0.14639514344920376,0.8459142272114007,-0.4311829763235513,-0.17482202181093018,-0.4333341746830717
38.6,-121.344,685.3,,,0.3107121396818649,,,0.6521554508767735,-0.7142374065510286,0.8184268996231979,-0.3652918132328464,0.35393590995109764,-0.3753067092034056
38.601,-121.344,689.11,,-0.548238919370342,,-0.45961427677764577,-0.8222954822645512,-0.7070975719546783,-0.16910883397327672,-0.31771597402251534,-0.3692392101000309,-0.8958555651227863,-0.3716610045659394
38.601,-121.344,691.45,,,0.30261420073280326,,,-0.390992217807829,0.14888283336374517,-0.1161422383756952,-0.3461621207226409,-0.37911485908262277,-0.3446220285047335
38.602,-121.344,697.81,,,,-0.30262270676111297,,-1.687024169809911,0.625870334369278,0.2870052329179448,-0.34464389115833816,-1.5928546569909137,-0.3364191930704346
38.602,-121.344,698.83,,-0.5693238208353892,0.27562107090259375,,-0.7760517799876188,0.5783975349091754,0.3533060480804021,0.4244418708589586,,0.8466421645475328,
38.603,-121.344,703.28,,,,-0.3854000800425577,,-1.9082979177127055,0.694011405941497,-0.7300258878455564,,-1.8091647199844707,
38.603,-121.344,707.11,,-0.5979390442522414,,,-0.6906787911686666,-1.8556136920215638,1.3072810500914676,-0.37269062919892076,,-1.424613496884814,
38.604,-121.345,711.14,,,0.24862794107238417,-0.23411729439026252,,-0.9389081649957011,0.0807417617915262,0.4244418708589586,-0.45608194117810374,-1.0280450480632932,-0.45520840250786865
38.604,-121.345,714.21,,-0.635590654011258,,,-0.544833268602957,0.2939027161770111,-0.3735320486899336,0.9925133076818152,-0.3491985798512442,0.13762584695754085,-0.3543439075379751
