TO_Time_UTC, jNO2_up, jNO2_down, jNO2_total, NO_ppbv, NO2_ppbv, NOy_ppbv, O3_ppbv, NOx_ppbv, Ox_ppbv, CO2_ppm, CO2_i_ppm, CH4_ppb, CH4_i_ppb, CO_ppb, CO_i_ppb, H2O_pct, H2O_i_pct, AmbTemp, RelHumidity, StaticPrs, VertWindSpd, WindDir, WindSpd, Heading, Pitch, Roll, TrueAirSpd, GPSAlt, GPSLat, GPSLon
60551,0.009966,0.001693,0.01166,0.012,0.021,0.096,52.16,0.033,52.181,,417.3,,1915.8,53.4,53.6,,0.104,,,,,,,,,,,1599.63,38.778,-121.322
60552,0.009932,0.001693,0.01162,0.095,0.019,0.068,52.106,0.114,52.125,417.31,417.31,,1915.6,,54.6,0.103,0.103,,,,,,,,,,,1603.59,38.779,-121.322
60553,0.00994,0.001719,0.01166,0.068,0.02,-0.036,52.243,0.088,52.264,,417.3,1915.5,1915.6,56.6,56.0,,0.102,,,,,,,,,,,1604.21,38.779,-121.322
60554,0.009923,0.001727,0.01165,0.05,0.01,0.025,52.225,0.06,52.235,417.3,417.3,,1915.7,,56.2,0.101,0.101,,,,,,,,,,,1607.48,38.78,-121.322
60555,0.009906,0.001736,0.01164,-0.016,0.035,0.059,52.171,0.02,52.206,,417.28,1915.8,1915.8,,55.6,,0.101,,,,,,,,,,,1609.87,38.78,-121.322
60556,0.009906,0.001727,0.01163,0.076,0.013,0.018,52.188,0.089,52.201,,417.26,,1916.0,55.1,55.6,0.1,0.1,,,,,,,,,,,1611.96,38.781,-121.322
60557,0.009906,0.001788,0.01169,0.042,-0.023,0.029,51.933,0.019,51.911,417.24,417.25,1916.3,1916.2,,57.8,,0.1,,,,,,,,,,,1615.29,38.782,-121.322
60558,0.00988,0.001762,0.01164,0.02,0.03,0.098,51.767,0.05,51.797,,417.27,,1916.2,60.1,59.9,,0.099,,,,,,,,,,,1617.46,38.782,-121.322
60559,0.00988,0.001771,0.01165,0.071,0.014,0.021,51.68,0.086,51.695,417.29,417.29,1916.0,1916.1,,56.3,0.099,0.099,,,,,,,,,,,1618.75,38.783,-121.321
60560,0.009906,0.001762,0.01167,0.001,0.047,0.122,51.885,0.048,51.932,,417.27,,1916.0,50.8,52.4,,0.098,,,,,,,,,,,1621.77,38.783,-121.321
60561,0.009923,0.001771,0.01169,0.054,0.013,0.089,52.231,0.067,52.245,417.25,417.26,,1916.1,,51.2,0.098,0.098,,,,,,,,,,,1625.63,38.784,-121.321
60562,0.009932,0.001745,0.01168,-0.021,-0.052,0.118,52.172,-0.073,52.121,,417.26,1916.1,1916.1,,51.7,,0.097,,,,,,,,,,,1627.87,38.785,-121.321
60563,0.009957,0.001753,0.01171,0.184,-0.05,0.178,52.118,0.134,52.068,,417.27,,1916.1,52.1,52.6,0.096,0.097,,,,,,,,,,,1629.44,38.785,-121.321
60564,0.009949,0.001736,0.01168,0.052,0.065,-0.026,51.89,0.117,51.955,417.28,417.28,1916.1,1916.1,,54.0,,0.096,,,,,,,,,,,1634.31,38.786,-121.321
60565,0.009932,0.001727,0.01166,0.034,0.038,0.035,52.079,0.072,52.117,,417.3,,1915.9,55.5,55.5,,0.096,,,,,,,,,,,1635.03,38.786,-121.321
60566,0.009957,0.001719,0.01168,0.039,-0.036,0.05,51.969,0.003,51.933,417.31,417.32,1915.7,1915.7,,56.6,0.096,0.097,,,,,,,,,,,1638.54,38.787,-121.32
60567,0.009974,0.001745,0.01172,-0.111,-0.0,0.002,51.916,-0.111,51.916,,417.37,,1915.5,58.1,57.8,,0.097,,,,,,,,,,,1640.56,38.787,-121.32
60568,0.009966,0.001753,0.01172,0.107,-0.033,0.186,51.985,0.073,51.952,417.42,417.42,,1915.3,,58.1,0.097,0.097,,,,,,,,,,,1642.96,38.788,-121.32
60569,0.009974,0.001745,0.01172,-0.079,0.051,0.137,51.98,-0.028,52.031,,417.42,1915.1,1915.0,,58.0,,0.099,,,,,,,,,,,1644.74,38.788,-121.32
60570,0.009957,0.001796,0.01175,0.021,-0.028,0.182,52.348,-0.008,52.32,417.4,417.41,,1914.5,57.9,57.8,0.102,0.101,,,,,,,,,,,1645.84,38.789,-121.32
60571,0.009974,0.001762,0.01174,0.035,0.008,0.13,51.899,0.043,51.907,,417.36,1914.1,1914.1,,57.6,,0.107,,,,,,,,,,,1648.49,38.79,-121.319
60572,0.009991,0.001796,0.01179,-0.091,0.084,0.042,51.883,-0.007,51.966,,417.29,,1913.8,57.4,57.4,,0.114,,,,,,,,,,,1648.94,38.79,-121.319
60573,0.009974,0.001745,0.01172,0.039,0.026,0.095,52.057,0.065,52.083,417.24,417.21,1913.5,1913.5,,56.9,0.118,0.124,,,,,,,,,,,1650.28,38.79,-121.319
60574,0.01001,0.001719,0.01173,-0.102,0.041,0.105,,-0.062,,,417.08,,1913.0,56.3,56.3,,0.136,,,,,,,,,,,1652.0,38.791,-121.319
60575,0.009991,0.001788,0.01178,-0.032,0.06,0.107,,0.028,,416.93,416.94,,1912.3,,55.7,0.147,0.15,,,,,,,,,,,1653.08,38.792,-121.319
60576,0.01001,0.001779,0.01179,0.036,0.064,0.199,,0.099,,,416.8,1911.9,1911.7,54.8,55.1,,0.167,,,,,,,,,,,1654.9,38.792,-121.319
60577,0.009983,0.001762,0.01175,0.118,-0.012,0.205,51.642,0.106,51.63,416.61,416.67,,1911.2,,55.9,0.186,0.184,,,,,,,,,,,1655.72,38.793,-121.318
60578,0.01003,0.001745,0.01178,0.115,0.008,0.085,51.767,0.123,51.775,,416.45,1910.8,1910.6,,58.1,,0.209,,,,,,,,,,,1657.57,38.794,-121.318
60579,0.01001,0.001753,0.01176,0.183,-0.041,0.191,51.851,0.143,51.81,,416.19,,1909.4,59.8,59.9,0.248,0.236,,,,,,,,,,,1658.46,38.794,-121.318
60580,0.01,0.001771,0.01177,0.061,0.055,0.16,51.707,0.116,51.762,416.0,415.91,1907.8,1908.1,,60.1,,0.271,,,,,,,,,,,1660.73,38.795,-121.318
60581,0.01,0.001788,0.01179,0.06,-0.028,0.129,52.194,0.031,52.165,,415.58,,1906.8,60.3,60.3,,0.314,,,,,,,,,,,1661.77,38.795,-121.318
60582,0.01002,0.001745,0.01176,0.107,0.009,0.195,52.475,0.116,52.484,415.25,415.26,,1905.6,,59.8,0.347,0.359,,,,,,,,,,,1664.79,38.796,-121.317
60583,0.01003,0.001762,0.0118,0.116,0.06,0.056,52.34,0.176,52.4,,414.78,1904.9,1904.3,58.9,59.2,,0.411,,,,,,,,,,,1665.31,38.796,-121.317
60584,0.01003,0.001736,0.01176,0.004,0.007,0.081,52.289,0.011,52.297,414.16,414.31,,1902.9,,59.8,0.467,0.463,,,,,,,,,,,1667.09,38.797,-121.317
60585,0.01005,0.001805,0.01186,0.153,0.017,0.134,52.566,0.171,52.583,,413.84,1901.7,1901.5,,61.3,,0.525,,,,,,,,,,,1670.33,38.798,-121.317
60586,0.01005,0.001745,0.0118,-0.063,0.11,0.116,52.508,0.047,52.618,,413.37,,1900.2,62.3,62.9,0.612,0.589,,,,,,,,,,,1671.58,38.798,-121.317
60587,0.01007,0.001796,0.01186,-0.014,0.056,0.029,52.656,0.042,52.712,413.08,412.96,1898.8,1899.0,,65.0,,0.643,,,,,,,,,,,1675.7,38.799,-121.317
60588,0.01007,0.001762,0.01183,-0.07,0.101,0.101,52.51,0.032,52.611,,412.64,,1898.0,67.1,67.1,,0.692,,,,,,,,,,,1677.51,38.799,-121.316
60589,0.01008,0.001788,0.01186,-0.068,0.049,0.096,52.717,-0.019,52.766,412.36,412.33,1896.8,1897.1,,65.8,0.723,0.735,,,,,,,,,,,1681.7,38.8,-121.316
60590,0.01008,0.001796,0.01187,0.091,0.012,0.08,52.851,0.103,52.862,,412.05,,1896.3,64.1,64.4,,0.767,,,,,,,,,,,1682.36,38.801,-121.316
60591,0.01006,0.001788,0.01185,-0.106,0.102,-0.018,52.829,-0.004,52.932,411.72,411.77,,1895.5,,65.8,0.798,0.8,,,,,,,,,,,1684.57,38.801,-121.316
60592,0.01008,0.001805,0.01188,0.037,0.043,0.178,52.834,0.08,52.876,,411.4,1895.0,1894.8,,68.1,,0.843,,,,,,,,,,,1688.25,38.802,-121.316
60593,0.01008,0.001779,0.01186,0.169,0.057,0.13,53.083,0.226,53.14,410.81,411.0,,1893.9,69.5,70.7,0.896,0.885,,,,,,,,,,,1689.6,38.802,-121.316
60594,0.01008,0.001796,0.01187,0.069,0.033,0.193,52.772,0.101,52.804,,410.63,1893.1,1893.1,,73.7,,0.93,,,,,,,,,,,1694.17,38.803,-121.316
60595,0.0101,0.001796,0.0119,-0.037,0.028,0.104,52.851,-0.008,52.879,,410.29,,1892.2,76.2,75.8,,0.975,,,,,,,,,,,1694.91,38.804,-121.316
60596,0.01006,0.001788,0.01185,-0.046,0.061,0.208,52.826,0.015,52.887,410.03,410.0,1891.0,1891.2,,73.0,0.999,1.007,,,,,,,,,,,1699.43,38.804,-121.316
60597,0.01006,0.001822,0.01188,-0.01,0.067,0.121,52.77,0.057,52.838,,409.85,,1890.8,69.7,70.2,,1.025,,,,,,,,,,,1701.94,38.805,-121.315
60598,0.01009,0.0019,0.01199,0.102,0.084,0.026,53.139,0.186,53.223,409.7,409.71,,1890.6,,72.1,1.04,1.043,,,,,,,,,,,1703.71,38.805,-121.315
60599,0.01007,0.001917,0.01199,-0.137,0.064,0.226,52.716,-0.074,52.78,,409.59,1890.4,1890.2,76.2,74.9,,1.06,,,,,,,,,,,1708.42,38.806,-121.315
60600,0.0101,0.001908,0.01201,0.021,0.045,0.248,52.764,0.066,52.809,409.43,409.48,,1889.7,,76.7,1.08,1.077,,,,,,,,,,,1709.3,38.806,-121.315
60601,0.01005,0.001883,0.01193,0.007,0.073,0.188,52.6,0.081,52.674,,409.39,1889.2,1889.2,,77.7,,1.087,,,,,,,,,,,1711.86,38.807,-121.315
60602,0.01004,0.001891,0.01193,-0.088,0.093,0.145,52.795,0.006,52.889,,409.32,,1889.1,78.5,78.7,1.1,1.096,,,,,,,,,,,1714.76,38.808,-121.315
60603,0.01006,0.001926,0.01199,0.082,0.047,0.085,52.734,0.129,52.78,409.27,409.24,1888.9,1889.0,,79.5,,1.105,,,,,,,,,,,1716.83,38.808,-121.315
60604,0.01007,0.001874,0.01194,-0.166,0.05,0.023,52.655,-0.116,52.705,,409.16,,1888.8,80.5,80.4,,1.113,,,,,,,,,,,1720.12,38.809,-121.315
60605,0.01009,0.001908,0.01199,-0.149,0.109,0.129,52.513,-0.04,52.622,409.08,409.08,1888.5,1888.6,,79.9,1.12,1.122,,,,,,,,,,,1722.37,38.81,-121.316
60606,0.0101,0.0019,0.012,-0.159,0.055,0.091,52.534,-0.105,52.589,,409.01,,1888.4,79.2,79.4,,1.131,,,,,,,,,,,1726.86,38.81,-121.316
60607,0.01008,0.001857,0.01193,0.145,-0.015,0.1,52.778,0.129,52.763,408.92,408.94,,1888.2,,78.9,1.14,1.14,,,,,,,,,,,1729.05,38.811,-121.316
60608,0.01009,0.001865,0.01196,-0.183,0.158,0.128,52.413,-0.025,52.571,,408.88,1888.1,1888.0,,78.3,,1.15,,,,,,,,,,,1734.03,38.812,-121.316
60609,0.01008,0.001805,0.01188,-0.021,0.028,0.073,52.48,0.007,52.508,,408.82,,1887.6,78.0,77.6,1.163,1.16,,,,,,,,,,,1734.82,38.812,-121.316
60610,0.01007,0.001839,0.01191,-0.096,0.06,0.124,52.593,-0.036,52.652,408.79,408.78,1887.2,1887.2,,76.4,,1.167,,,,,,,,,,,1737.36,38.813,-121.316
60611,0.01004,0.001848,0.01189,0.009,0.139,0.138,52.319,0.148,52.458,,408.75,,1887.1,75.3,75.2,,1.174,,,,,,,,,,,1741.42,38.813,-121.316
60612,0.01006,0.001839,0.0119,0.054,0.111,0.117,52.528,0.166,52.64,408.73,408.72,1886.9,1887.0,,73.2,1.178,1.178,,,,,,,,,,,1742.98,38.814,-121.316
60613,0.01007,0.001839,0.01191,-0.18,0.08,0.027,52.595,-0.1,52.675,,408.7,,1886.8,70.7,71.3,,1.179,,,,,,,,,,,1748.1,38.815,-121.317
60614,0.01004,0.001831,0.01187,-0.03,0.104,0.078,52.552,0.074,52.655,408.67,408.67,,1886.6,,71.7,1.179,1.18,,,,,,,,,,,1748.82,38.815,-121.317
60615,0.01005,0.001839,0.01189,-0.02,0.104,0.146,52.69,0.084,52.794,,408.62,1886.4,1886.4,,73.0,,1.19,,,,,,,,,,,1751.7,38.815,-121.317
60616,0.01003,0.001805,0.01183,-0.001,0.079,0.078,52.462,0.078,52.541,408.52,408.55,,1886.3,73.8,72.3,1.202,1.199,,,,,,,,,,,1755.59,38.816,-121.317
60617,0.01006,0.001839,0.0119,-0.075,0.081,0.165,52.67,0.006,52.751,,408.51,1886.2,1886.2,,68.8,,1.206,,,,,,,,,,,1758.38,38.817,-121.317
60618,0.01002,0.001822,0.01184,-0.187,0.129,0.093,52.197,-0.057,52.327,,408.49,,1886.1,65.9,66.3,,1.211,,,,,,,,,,,1762.78,38.817,-121.318
60619,0.01003,0.001788,0.01182,0.122,0.057,0.227,52.501,0.178,52.557,408.47,408.46,1885.9,1885.9,,69.0,1.214,1.215,,,,,,,,,,,1764.34,38.818,-121.318
60620,0.01003,0.001831,0.01186,-0.049,0.185,0.058,52.26,0.136,52.445,,408.44,,1885.8,72.2,71.7,,1.218,,,,,,,,,,,1769.86,38.819,-121.318
60621,0.01005,0.001839,0.01189,0.133,-0.032,0.164,52.443,0.101,52.411,408.4,408.41,,1885.7,,72.1,1.221,1.221,,,,,,,,,,,1770.83,38.819,-121.318
60622,0.01003,0.001762,0.0118,0.06,0.085,0.093,52.284,0.145,52.369,,408.39,1885.7,1885.7,72.0,72.1,,1.223,,,,,,,,,,,1774.14,38.819,-121.319
60623,0.01003,0.001831,0.01186,-0.029,0.07,0.075,52.275,0.04,52.345,408.36,408.37,,1885.6,,71.2,1.225,1.225,,,,,,,,,,,1778.29,38.82,-121.319
60624,0.01001,0.001805,0.01181,0.022,0.13,0.13,52.289,0.152,52.419,,408.38,1885.6,1885.6,,69.6,,1.218,,,,,,,,,,,1780.86,38.82,-121.319
60625,0.01003,0.001805,0.01184,-0.07,0.167,0.199,52.322,0.098,52.49,,408.42,,1885.8,68.5,69.6,1.205,1.209,,,,,,,,,,,1785.76,38.821,-121.32
60626,0.01001,0.001839,0.01185,0.163,0.056,0.121,52.588,0.219,52.644,408.45,408.47,1886.0,1885.9,,73.6,,1.198,,,,,,,,,,,1787.65,38.821,-121.32
60627,0.01,0.001839,0.01184,-0.096,0.076,0.202,52.442,-0.02,52.517,,408.54,,1886.0,77.9,77.7,,1.184,,,,,,,,,,,1793.42,38.822,-121.321
60628,0.01003,0.001865,0.01189,-0.119,0.072,0.098,52.496,-0.048,52.568,408.61,408.61,1886.1,1886.0,,73.8,1.174,1.17,,,,,,,,,,,1794.39,38.822,-121.321
60629,0.01003,0.001839,0.01187,-0.031,0.125,0.188,52.454,0.094,52.579,,408.81,,1886.1,68.0,69.5,,1.155,,,,,,,,,,,1798.03,38.823,-121.321
60630,0.01001,0.001814,0.01182,-0.121,0.114,0.068,52.564,-0.006,52.678,409.06,409.01,,1886.2,,68.5,1.139,1.139,,,,,,,,,,,1802.01,38.824,-121.322
60631,0.01002,0.001831,0.01185,-0.169,0.19,0.213,52.467,0.021,52.657,,409.17,1886.3,1886.3,,69.3,,1.127,,,,,,,,,,,1805.52,38.824,-121.322
60632,0.01001,0.001805,0.01181,0.006,0.108,0.181,53.102,0.114,53.211,,409.31,,1886.5,69.9,70.4,1.111,1.115,,,,,,,,,,,1809.45,38.825,-121.322
60633,0.009991,0.001822,0.01181,-0.06,0.069,0.225,52.861,0.01,52.93,409.4,409.42,1886.6,1886.6,,71.8,,1.108,,,,,,,,,,,1810.55,38.825,-121.323
60634,0.01001,0.001865,0.01187,-0.091,0.098,0.284,52.925,0.006,53.023,,409.49,,1886.7,73.3,73.3,,1.104,,,,,,,,,,,1813.52,38.825,-121.323
60635,0.009983,0.001831,0.01181,-0.055,0.148,0.196,52.984,0.093,53.132,409.55,409.54,1886.7,1886.7,,71.2,1.101,1.1,,,,,,,,,,,1817.13,38.826,-121.324
60636,0.01001,0.001788,0.0118,-0.069,0.092,0.107,53.065,0.023,53.157,,409.53,,1886.7,68.4,69.1,,1.098,,,,,,,,,,,1819.33,38.826,-121.324
60637,0.009991,0.001796,0.01179,-0.021,0.083,0.151,53.055,0.062,53.138,409.51,409.52,,1886.6,,66.7,1.095,1.095,,,,,,,,,,,1823.46,38.827,-121.325
60638,0.009991,0.001857,0.01185,-0.086,0.077,0.125,53.3,-0.009,53.377,,409.57,1886.6,1886.6,,64.1,,1.095,,,,,,,,,,,1825.04,38.827,-121.325
60639,0.01001,0.001805,0.01181,-0.192,0.069,0.121,53.301,-0.123,53.37,,409.65,,1886.6,62.5,63.2,1.094,1.094,,,,,,,,,,,1829.63,38.828,-121.326
60640,0.01,0.001839,0.01184,-0.143,0.146,0.168,53.259,0.003,53.405,409.69,409.71,1886.7,1886.7,,65.5,,1.091,,,,,,,,,,,1830.32,38.828,-121.326
60641,0.01,0.001796,0.0118,-0.076,0.134,0.119,53.274,0.058,53.407,,409.74,,1886.7,67.7,67.7,,1.088,,,,,,,,,,,1834.25,38.829,-121.326
60642,0.01,0.001805,0.0118,-0.074,0.03,0.213,53.378,-0.044,53.408,409.76,409.76,1886.6,1886.6,,69.8,1.086,1.086,,,,,,,,,,,1836.3,38.829,-121.327
60643,0.009991,0.001831,0.01182,,,,,,,,409.76,,1886.6,72.4,71.8,,1.085,,,,,,,,,,,1837.74,38.829,-121.327
60644,0.009983,0.001831,0.01181,,,,,,,409.77,409.76,,1886.6,,71.2,1.085,1.085,,,,,,,,,,,1841.78,38.83,-121.328
60645,0.009991,0.001814,0.0118,,,,,,,,409.77,1886.5,1886.6,,69.5,,1.086,,,,,,,,,,,1844.0,38.831,-121.328
60646,0.01,0.001779,0.01178,,,,,,,,409.77,,1886.7,68.5,69.6,1.088,1.088,,,,,,,,,,,1846.84,38.831,-121.329
60647,0.009983,0.001805,0.01179,,,,,,,409.77,409.77,1886.8,1886.8,,72.7,,1.088,,,,,,,,,,,1847.39,38.831,-121.329
60648,0.009991,0.001839,0.01183,,,,,,,,409.77,,1886.7,75.6,75.3,,1.089,,,,,,,,,,,1850.7,38.832,-121.33
60649,0.009983,0.001831,0.01181,,,,,,,409.77,409.77,1886.5,1886.5,,70.2,1.089,1.088,,,,,,,,,,,1852.78,38.832,-121.33
60650,0.009983,0.001814,0.0118,,,,,,,,409.77,,1886.5,63.9,65.1,,1.088,,,,,,,,,,,1854.23,38.832,-121.331
60651,0.009974,0.001857,0.01183,,,,,,,409.78,409.77,,1886.6,,65.8,1.087,1.087,,,,,,,,,,,1858.2,38.833,-121.331
60652,0.009974,0.001831,0.0118,,,,,,,,409.79,1886.7,1886.7,,68.3,,1.086,,,,,,,,,,,1860.31,38.833,-121.332
60653,0.009957,0.001839,0.0118,,,,,,,409.82,409.81,,1886.6,69.6,70.2,1.085,1.085,,,,,,,,,,,1861.54,38.833,-121.332
60654,0.009983,0.001822,0.01181,,,,,,,,409.81,1886.6,1886.6,,71.6,,1.084,,,,,,,,,,,1864.54,38.834,-121.333
60655,0.009966,0.001796,0.01176,,,,,,,,409.79,,1886.5,72.7,72.6,,1.084,,,,,,,,,,,1866.67,38.834,-121.333
60656,0.009991,0.001814,0.0118,,,,,,,409.77,409.78,1886.3,1886.3,,71.9,1.084,1.084,,,,,,,,,,,1870.63,38.835,-121.334
60657,0.009974,0.001814,0.01179,,,,,,,,409.78,,1886.4,71.2,71.3,,1.084,,,,,,,,,,,1872.08,38.835,-121.334
60658,0.009991,0.001805,0.0118,,,,,,,409.79,409.79,,1886.6,,72.2,1.084,1.084,,,,,,,,,,,1876.8,38.836,-121.335
60659,0.009991,0.001857,0.01185,,,,,,,,409.8,1886.7,1886.7,73.8,73.3,,1.084,,,,,,,,,,,1877.5,38.836,-121.335
60660,0.009991,0.001839,0.01183,,,,,,,409.82,409.82,,1886.7,,73.0,1.085,1.085,,,,,,,,,,,1880.83,38.836,-121.336
60661,0.009983,0.001857,0.01184,,,,,,,,409.83,1886.7,1886.7,,71.5,,1.086,,,,,,,,,,,1883.4,38.837,-121.337
60662,0.009983,0.001831,0.01181,,,,,,,,409.85,,1886.6,70.4,69.8,1.088,1.087,,,,,,,,,,,1885.92,38.837,-121.337
60663,0.009949,0.001788,0.01174,,,,,,,409.86,409.85,1886.4,1886.5,,67.5,,1.087,,,,,,,,,,,1889.0,38.837,-121.338
60664,0.009974,0.001779,0.01175,,,,,,,,409.83,,1886.5,64.9,65.1,,1.086,,,,,,,,,,,1892.13,38.838,-121.339
60665,0.009966,0.001805,0.01177,,,,,,,409.81,409.81,,1886.5,,66.3,1.085,1.085,,,,,,,,,,,1895.64,38.838,-121.339
60666,0.009957,0.001857,0.01181,,,,,,,,409.81,1886.5,1886.5,68.5,67.9,,1.087,,,,,,,,,,,1898.62,38.838,-121.34
60667,0.009983,0.001848,0.01183,,,,,,,409.8,409.8,,1886.4,,68.2,1.088,1.088,,,,,,,,,,,1899.72,38.839,-121.34
60668,0.009983,0.001865,0.01185,,,,,,,,409.82,1886.4,1886.4,,67.7,,1.088,,,,,,,,,,,1903.37,38.839,-121.341
60669,0.009983,0.001805,0.01179,,,,,,,,409.84,,1886.4,67.4,68.6,1.088,1.088,,,,,,,,,,,1905.88,38.839,-121.341
60670,0.01,0.001857,0.01186,,,,,,,409.85,409.85,1886.4,1886.4,,72.1,,1.088,,,,,,,,,,,1910.01,38.84,-121.342
60671,0.009974,0.001857,0.01183,,,,,,,,409.84,,1886.4,75.6,75.5,,1.089,,,,,,,,,,,1912.04,38.84,-121.343
60672,0.01001,0.001848,0.01186,0.039,0.051,,53.022,0.09,53.074,409.84,409.84,1886.3,1886.3,,73.8,1.089,1.089,,,,,,,,,,,1916.04,38.84,-121.343
60673,0.009983,0.001822,0.01181,-0.058,0.065,,53.182,0.007,53.247,,409.87,,1886.4,71.6,72.0,,1.087,,,,,,,,,,,1916.69,38.84,-121.344
60674,0.009991,0.001857,0.01185,0.012,-0.016,,52.883,-0.004,52.867,409.9,409.9,,1886.4,,72.2,1.086,1.086,,,,,,,,,,,1920.3,38.841,-121.344
60675,0.01,0.001839,0.01184,0.036,0.016,,52.973,0.051,52.988,,409.88,1886.4,1886.4,,73.1,,1.086,,,,,,,,,,,1922.82,38.841,-121.345
60676,0.009991,0.001839,0.01183,-0.016,0.037,0.26,52.971,0.021,53.008,,409.85,,1886.3,73.7,72.9,1.087,1.087,,,,,,,,,,,1924.44,38.841,-121.345
60677,0.009991,0.001857,0.01185,0.062,0.046,0.133,53.156,0.108,53.202,409.83,409.82,1886.2,1886.2,,70.9,,1.087,,,,,,,,,,,1929.0,38.842,-121.346
60678,0.009991,0.001857,0.01185,-0.006,0.036,0.256,53.146,0.03,53.182,,409.78,,1886.3,69.0,69.1,,1.086,,,,,,,,,,,1929.73,38.842,-121.347
60679,0.01,0.001839,0.01184,0.144,0.043,0.166,53.19,0.188,53.233,409.76,409.75,1886.4,1886.3,,70.2,1.086,1.087,,,,,,,,,,,1933.04,38.842,-121.347
60680,0.009974,0.001839,0.01181,-0.157,0.043,0.233,52.979,-0.114,53.021,,409.71,,1886.4,71.8,71.4,,1.088,,,,,,,,,,,1935.92,38.843,-121.348
60681,0.01001,0.001883,0.01189,0.08,0.074,0.27,53.067,0.154,53.141,409.65,409.66,,1886.5,,72.3,1.09,1.09,,,,,,,,,,,1937.93,38.843,-121.349
60682,0.009974,0.001857,0.01183,0.079,0.043,0.21,53.007,0.123,53.05,,409.64,1886.5,1886.5,,73.1,,1.09,,,,,,,,,,,1942.01,38.843,-121.349
60683,0.01001,0.001848,0.01186,-0.065,0.022,0.258,53.15,-0.043,53.171,,409.62,,1886.5,73.6,72.8,1.091,1.09,,,,,,,,,,,1944.05,38.844,-121.35
60684,0.01001,0.001874,0.01188,-0.187,0.081,0.199,53.036,-0.107,53.117,409.61,409.6,1886.5,1886.5,,70.5,,1.091,,,,,,,,,,,1948.49,38.844,-121.351
60685,0.009966,0.001839,0.0118,-0.043,0.038,0.172,53.164,-0.006,53.202,,409.57,,1886.5,68.4,68.5,,1.091,,,,,,,,,,,1949.26,38.844,-121.351
60686,0.01,0.001831,0.01183,-0.103,0.085,0.187,53.013,-0.018,53.099,409.55,409.54,1886.4,1886.4,,69.6,1.091,1.092,,,,,,,,,,,1951.65,38.844,-121.352
60687,0.009983,0.001865,0.01185,-0.018,0.061,0.193,53.285,0.043,53.346,,409.5,,1886.4,71.0,70.7,,1.095,,,,,,,,,,,1955.83,38.845,-121.353
60688,0.009991,0.001839,0.01183,-0.001,0.059,0.292,53.208,0.058,53.267,409.45,409.46,,1886.4,,70.4,1.097,1.097,,,,,,,,,,,1957.49,38.845,-121.353
60689,0.009974,0.001814,0.01179,0.081,-0.012,0.184,53.219,0.07,53.208,,409.41,1886.3,1886.4,,69.5,,1.098,,,,,,,,,,,1962.56,38.845,-121.354
60690,0.01,0.001839,0.01184,-0.105,0.087,0.216,53.115,-0.018,53.202,409.33,409.35,,1886.4,69.1,69.7,1.098,1.098,,,,,,,,,,,1963.4,38.845,-121.354
60691,0.01,0.001822,0.01182,-0.158,0.013,0.359,53.037,-0.145,53.05,,409.3,1886.5,1886.5,,71.2,,1.099,,,,,,,,,,,1966.74,38.846,-121.355
60692,0.009974,0.001848,0.01182,0.005,0.072,0.1,52.898,0.076,52.97,,409.25,,1886.4,72.5,72.4,,1.1,,,,,,,,,,,1969.89,38.846,-121.356
60693,0.01001,0.001839,0.01185,0.045,-0.022,0.194,52.977,0.023,52.955,409.21,409.22,1886.3,1886.3,,71.3,1.101,1.101,,,,,,,,,,,1972.82,38.846,-121.356
60694,0.009991,0.001831,0.01182,-0.001,0.022,0.254,53.134,0.02,53.156,,409.26,,1886.3,70.0,70.2,,1.101,,,,,,,,,,,1976.41,38.846,-121.357
60695,0.01003,0.001857,0.01189,0.107,0.013,0.341,53.284,0.121,53.297,409.31,409.3,,1886.4,,69.1,1.101,1.102,,,,,,,,,,,1979.03,38.847,-121.358
60696,0.009991,0.001822,0.01181,-0.053,0.116,0.06,53.084,0.062,53.2,,409.19,1886.4,1886.4,67.6,68.1,,1.103,,,,,,,,,,,1980.23,38.847,-121.358
60697,0.01001,0.001839,0.01185,-0.003,0.017,0.203,53.317,0.014,53.334,409.03,409.07,,1886.5,,68.5,1.105,1.105,,,,,,,,,,,1983.47,38.847,-121.359
60698,0.01001,0.001814,0.01182,-0.13,0.02,0.16,53.373,-0.11,53.393,,409.04,1886.5,1886.5,,70.1,,1.108,,,,,,,,,,,1987.13,38.847,-121.36
60699,0.01001,0.001874,0.01188,0.157,-0.02,0.217,53.234,0.137,53.214,,409.06,,1886.5,71.3,71.1,1.112,1.111,,,,,,,,,,,1989.36,38.847,-121.36
60700,0.01002,0.001865,0.01188,0.056,0.069,0.161,53.412,0.125,53.48,409.07,409.06,1886.4,1886.4,,70.5,,1.113,,,,,,,,,,,1990.95,38.848,-121.361
60701,0.01001,0.001822,0.01183,-0.073,0.092,0.223,53.055,0.019,53.147,,409.05,,1886.6,69.9,70.0,,1.113,,,,,,,,,,,1995.39,38.848,-121.362
60702,0.01005,0.001839,0.01189,-0.025,0.032,0.188,53.223,0.007,53.255,409.04,409.04,1886.8,1886.7,,70.0,1.113,1.114,,,,,,,,,,,1997.98,38.848,-121.362
60703,0.01003,0.001822,0.01185,0.073,0.008,0.244,53.17,0.081,53.178,,409.04,,1886.7,70.0,70.0,,1.114,,,,,,,,,,,2001.26,38.848,-121.363
