TO_Time_UTC, jNO2_up, jNO2_down, jNO2_total, NO_ppbv, NO2_ppbv, NOy_ppbv, O3_ppbv, NOx_ppbv, Ox_ppbv, CO2_ppm, CO2_i_ppm, CH4_ppb, CH4_i_ppb, CO_ppb, CO_i_ppb, H2O_pct, H2O_i_pct, AmbTemp, RelHumidity, StaticPrs, VertWindSpd, WindDir, WindSpd, Heading, Pitch, Roll, TrueAirSpd, GPSAlt, GPSLat, GPSLon
60405,0.009727,0.001503,0.01123,-0.003,0.017,0.204,51.658,0.014,51.675,,412.17,1933.1,1933.0,70.9,72.1,,0.478,,,,,,,,,,,1221.48,38.698,-121.345
60406,0.009769,0.001477,0.01125,-0.011,0.025,0.12,51.769,0.014,51.794,412.29,412.26,,1932.7,,71.7,0.462,0.464,,,,,,,,,,,1223.82,38.698,-121.344
60407,0.009761,0.001538,0.0113,-0.057,0.009,0.195,51.775,-0.047,51.784,,412.35,1932.5,1932.5,,73.3,,0.451,,,,,,,,,,,1225.4,38.699,-121.344
60408,0.009761,0.001503,0.01126,0.114,-0.056,0.211,51.968,0.058,51.912,,412.45,,1932.3,74.5,73.7,0.432,0.438,,,,,,,,,,,1230.03,38.699,-121.344
60409,0.009761,0.001486,0.01125,0.006,-0.015,0.147,51.789,-0.008,51.775,412.51,412.54,1932.1,1932.1,,70.3,,0.424,,,,,,,,,,,1230.86,38.7,-121.344
60410,0.009769,0.001512,0.01128,-0.034,0.019,0.219,51.923,-0.015,51.942,,412.63,,1932.2,66.6,66.9,,0.409,,,,,,,,,,,1233.74,38.7,-121.344
60411,0.009769,0.001538,0.01131,-0.042,0.013,0.115,51.828,-0.029,51.841,412.71,412.71,,1932.5,,67.2,0.397,0.395,,,,,,,,,,,1236.86,38.701,-121.344
60412,0.009769,0.001503,0.01127,0.078,0.041,0.21,51.821,0.119,51.862,,412.82,1932.6,1932.6,68.1,67.8,,0.383,,,,,,,,,,,1238.72,38.701,-121.344
60413,0.009761,0.001503,0.01126,0.08,0.058,0.247,51.89,0.138,51.949,412.96,412.92,,1932.7,,68.1,0.369,0.371,,,,,,,,,,,1242.37,38.702,-121.343
60414,0.009761,0.001512,0.01127,0.094,0.058,0.326,51.772,0.152,51.83,,413.02,1932.7,1932.7,,68.1,,0.361,,,,,,,,,,,1244.03,38.702,-121.343
60415,0.009744,0.001555,0.0113,0.05,-0.009,0.188,51.689,0.041,51.679,,413.1,,1932.8,68.1,68.5,0.347,0.351,,,,,,,,,,,1247.81,38.703,-121.343
60416,0.009744,0.001538,0.01128,0.002,0.074,0.277,51.736,0.076,51.81,413.16,413.18,1932.9,1932.8,,70.3,,0.342,,,,,,,,,,,1248.44,38.703,-121.343
60417,0.009752,0.001495,0.01125,-0.127,0.081,0.3,51.572,-0.045,51.653,,413.23,,1932.9,72.2,72.1,,0.332,,,,,,,,,,,1250.43,38.704,-121.343
60418,0.009727,0.001538,0.01126,0.142,0.003,0.125,51.79,0.145,51.793,413.28,413.28,1933.1,1933.1,,73.6,0.326,0.324,,,,,,,,,,,1253.7,38.705,-121.343
60419,0.00971,0.001503,0.01121,0.22,-0.049,0.239,51.707,0.172,51.658,,413.36,,1933.1,75.7,75.1,,0.317,,,,,,,,,,,1254.94,38.705,-121.343
60420,0.009744,0.001572,0.01132,0.211,-0.015,0.249,51.519,0.196,51.504,413.45,413.43,,1933.0,,75.8,0.309,0.31,,,,,,,,,,,1258.86,38.706,-121.342
60421,0.009744,0.001486,0.01123,0.049,-0.028,0.225,51.743,0.021,51.716,,413.53,1932.9,1932.8,,76.0,,0.302,,,,,,,,,,,1259.49,38.706,-121.342
60422,0.009761,0.001503,0.01126,-0.04,0.023,0.102,51.725,-0.017,51.748,,413.64,,1932.3,76.2,75.4,0.293,0.295,,,,,,,,,,,1261.79,38.707,-121.342
60423,0.009735,0.00152,0.01126,0.137,-0.003,0.223,51.895,0.134,51.892,413.7,413.73,1931.7,1931.7,,72.8,,0.289,,,,,,,,,,,1264.66,38.707,-121.342
60424,0.009718,0.001581,0.0113,0.283,-0.101,0.235,51.749,0.182,51.648,,413.81,,1931.3,70.1,70.2,,0.283,,,,,,,,,,,1267.67,38.708,-121.342
60425,0.009752,0.001512,0.01126,0.022,0.015,0.14,51.671,0.037,51.687,413.88,413.89,1930.8,1930.9,,68.8,0.279,0.278,,,,,,,,,,,1270.32,38.709,-121.342
60426,0.009727,0.001546,0.01127,-0.055,0.031,0.226,51.692,-0.024,51.723,,413.98,,1930.6,67.0,67.4,,0.274,,,,,,,,,,,1272.04,38.709,-121.342
60427,0.009735,0.001538,0.01127,-0.213,0.062,0.226,51.533,-0.152,51.595,414.1,414.08,,1930.3,,66.3,0.27,0.27,,,,,,,,,,,1276.84,38.71,-121.341
60428,0.009752,0.001546,0.0113,0.072,0.002,0.23,51.775,0.074,51.777,,414.15,1930.1,1930.0,,65.2,,0.266,,,,,,,,,,,1279.68,38.71,-121.341
60429,0.009769,0.001512,0.01128,0.174,-0.012,0.188,51.816,0.162,51.804,,414.21,,1929.6,64.6,64.8,0.262,0.263,,,,,,,,,,,1280.85,38.711,-121.341
60430,0.009761,0.001538,0.0113,0.13,-0.033,0.195,51.786,0.097,51.752,414.25,414.28,1929.1,1929.1,,65.6,,0.26,,,,,,,,,,,1284.7,38.711,-121.341
60431,0.009769,0.001529,0.0113,0.03,-0.004,0.141,51.725,0.026,51.721,,414.35,,1928.4,66.4,66.3,,0.257,,,,,,,,,,,1287.68,38.712,-121.341
60432,0.009769,0.00152,0.01129,0.08,-0.028,0.272,51.796,0.053,51.768,414.41,414.42,1927.4,1927.7,,64.3,0.255,0.254,,,,,,,,,,,1292.22,38.713,-121.341
60433,0.009769,0.001581,0.01135,0.149,0.012,0.35,51.805,0.161,51.816,,414.48,,1927.6,61.7,62.2,,0.251,,,,,,,,,,,1295.07,38.713,-121.341
60434,0.009778,0.001538,0.01132,0.153,-0.015,0.274,51.739,0.138,51.724,414.55,414.54,,1928.0,,63.1,0.247,0.247,,,,,,,,,,,1296.8,38.713,-121.34
60435,0.009787,0.001546,0.01133,0.077,0.052,0.168,,0.129,,,414.58,1928.3,1928.2,,64.8,,0.245,,,,,,,,,,,1300.82,38.714,-121.34
60436,0.009769,0.001564,0.01133,0.063,-0.009,0.219,,0.054,,414.63,414.61,,1928.1,65.8,67.4,0.242,0.242,,,,,,,,,,,1303.5,38.714,-121.34
60437,0.009804,0.001529,0.01133,-0.022,0.023,0.191,,0.001,,,414.63,1928.0,1928.0,,70.9,,0.24,,,,,,,,,,,1308.29,38.715,-121.34
60438,0.009795,0.001581,0.01138,0.113,-0.002,0.197,,0.111,,,414.63,,1927.9,73.8,73.4,,0.237,,,,,,,,,,,1309.9,38.715,-121.34
60439,0.009787,0.001581,0.01137,-0.009,0.036,0.202,51.766,0.027,51.802,414.63,414.64,1927.8,1927.8,,69.8,0.236,0.235,,,,,,,,,,,1315.55,38.716,-121.34
60440,0.009769,0.001529,0.0113,0.166,-0.024,0.135,51.933,0.143,51.909,,414.69,,1927.9,65.7,66.3,,0.233,,,,,,,,,,,1316.4,38.717,-121.34
60441,0.009821,0.001564,0.01138,0.212,-0.033,0.028,51.708,0.179,51.675,414.74,414.73,,1928.0,,66.5,0.231,0.231,,,,,,,,,,,1320.09,38.717,-121.339
60442,0.009769,0.001564,0.01133,-0.076,-0.015,-0.013,51.711,-0.09,51.696,,414.74,1928.1,1928.1,67.7,67.3,,0.231,,,,,,,,,,,1323.76,38.718,-121.339
60443,0.009821,0.001589,0.01141,0.086,0.042,0.045,51.679,0.128,51.721,414.75,414.75,,1928.1,,67.5,0.23,0.23,,,,,,,,,,,1327.12,38.718,-121.339
60444,0.009778,0.001598,0.01138,0.084,-0.026,0.03,51.728,0.058,51.702,,414.77,1928.1,1928.1,,66.9,,0.229,,,,,,,,,,,1330.37,38.719,-121.339
60445,0.009795,0.001555,0.01135,0.066,0.004,0.166,51.678,0.07,51.683,,414.8,,1927.9,66.5,66.6,,0.227,,,,,,,,,,,1331.3,38.719,-121.339
60446,0.009787,0.001564,0.01135,0.073,0.003,0.084,51.744,0.075,51.747,414.82,414.83,1927.7,1927.7,,67.4,0.227,0.225,,,,,,,,,,,1333.9,38.72,-121.339
60447,0.009804,0.001564,0.01137,0.139,-0.053,0.024,51.829,0.086,51.776,,414.86,,1927.8,68.2,68.1,,0.223,,,,,,,,,,,1337.21,38.721,-121.338
60448,0.009804,0.001546,0.01135,0.027,0.03,0.126,51.576,0.057,51.606,414.88,414.88,,1928.0,,68.1,0.22,0.22,,,,,,,,,,,1339.15,38.721,-121.338
60449,0.009778,0.001598,0.01138,0.187,0.007,-0.001,51.841,0.194,51.847,,414.85,1928.2,1928.3,68.0,68.1,,0.22,,,,,,,,,,,1343.15,38.722,-121.338
60450,0.009795,0.001564,0.01136,0.157,-0.052,0.171,52.063,0.104,52.011,414.8,414.81,,1928.6,,67.2,0.22,0.22,,,,,,,,,,,1344.98,38.722,-121.338
60451,0.009778,0.001581,0.01136,0.091,-0.071,0.102,51.74,0.02,51.67,,414.82,1928.9,1928.9,,65.7,,0.22,,,,,,,,,,,1349.28,38.723,-121.338
60452,0.009804,0.001572,0.01138,0.064,0.004,0.056,51.907,0.068,51.911,,414.86,,1928.8,64.5,65.1,0.22,0.22,,,,,,,,,,,1349.98,38.723,-121.338
60453,0.009804,0.001555,0.01136,0.003,-0.021,0.047,51.654,-0.019,51.633,414.88,414.88,1928.8,1928.8,,67.6,,0.22,,,,,,,,,,,1352.16,38.724,-121.338
60454,0.009787,0.001581,0.01137,-0.161,0.0,-0.048,51.741,-0.161,51.741,,414.89,,1928.4,70.4,70.1,,0.219,,,,,,,,,,,1356.12,38.724,-121.337
60455,0.009769,0.001581,0.01135,0.218,-0.016,0.078,51.742,0.201,51.726,414.89,414.89,,1928.1,,70.2,0.218,0.218,,,,,,,,,,,1357.65,38.725,-121.337
60456,0.009838,0.001607,0.01145,0.122,-0.008,0.037,51.846,0.114,51.838,,414.92,1927.9,1927.9,69.9,70.0,,0.215,,,,,,,,,,,1362.46,38.726,-121.337
60457,0.009795,0.001538,0.01133,0.119,-0.003,0.08,51.693,0.116,51.69,414.97,414.96,,1928.0,,68.2,0.212,0.213,,,,,,,,,,,1363.22,38.726,-121.337
60458,0.009795,0.001572,0.01137,0.011,0.002,0.097,51.787,0.012,51.788,,414.96,1928.1,1928.2,,65.4,,0.212,,,,,,,,,,,1366.16,38.726,-121.337
60459,0.009821,0.001581,0.0114,-0.015,-0.057,0.05,51.727,-0.072,51.67,,414.96,,1928.3,63.5,64.1,0.211,0.211,,,,,,,,,,,1370.18,38.727,-121.337
60460,0.009821,0.001572,0.01139,0.071,-0.027,-0.11,51.875,0.044,51.847,414.95,414.95,1928.5,1928.5,,66.1,,0.211,,,,,,,,,,,1373.32,38.728,-121.337
60461,0.009846,0.001589,0.01144,-0.043,0.053,0.109,51.683,0.01,51.736,,414.95,,1928.5,68.0,68.0,,0.211,,,,,,,,,,,1377.36,38.728,-121.336
60462,0.009838,0.001581,0.01142,-0.052,0.051,-0.021,51.737,-0.001,51.788,414.95,414.96,1928.5,1928.5,,68.8,0.21,0.21,,,,,,,,,,,1380.16,38.729,-121.336
60463,0.009829,0.001546,0.01137,0.222,-0.07,0.062,52.011,0.152,51.941,,415.01,,1928.3,69.9,69.6,,0.208,,,,,,,,,,,1381.32,38.729,-121.336
60464,0.009821,0.001555,0.01138,0.169,-0.028,0.045,51.749,0.141,51.721,415.06,415.05,,1928.1,,69.2,0.207,0.207,,,,,,,,,,,1384.55,38.73,-121.336
60465,0.009804,0.001564,0.01137,0.242,-0.037,0.133,51.555,0.205,51.519,,415.07,1927.9,1928.0,,68.3,,0.206,,,,,,,,,,,1386.94,38.73,-121.336
60466,0.009838,0.001546,0.01138,0.164,-0.016,0.0,51.782,0.148,51.765,415.09,415.08,,1928.5,67.8,69.0,0.205,0.205,,,,,,,,,,,1390.46,38.731,-121.336
60467,0.009778,0.001546,0.01132,0.129,-0.001,-0.037,51.611,0.128,51.609,,415.09,1928.9,1928.9,,71.8,,0.205,,,,,,,,,,,1392.88,38.732,-121.336
60468,0.009795,0.001546,0.01134,0.133,-0.079,0.001,51.551,0.055,51.472,,415.09,,1929.0,74.2,73.5,,0.205,,,,,,,,,,,1396.31,38.732,-121.335
60469,0.009821,0.001624,0.01145,0.036,0.006,0.081,51.785,0.042,51.791,415.09,415.09,1929.0,1929.0,,68.0,0.205,0.206,,,,,,,,,,,1396.97,38.733,-121.335
60470,0.009838,0.001564,0.0114,0.07,-0.064,-0.06,51.535,0.006,51.47,,415.11,,1928.7,61.6,62.6,,0.206,,,,,,,,,,,1400.46,38.733,-121.335
60471,0.009846,0.001572,0.01142,0.111,-0.069,-0.032,51.778,0.042,51.709,415.12,415.12,,1928.4,,62.7,0.206,0.206,,,,,,,,,,,1403.27,38.734,-121.335
60472,0.009838,0.001538,0.01138,0.136,-0.058,-0.102,51.916,0.078,51.858,,415.13,1928.2,1928.3,,64.0,,0.205,,,,,,,,,,,1406.98,38.734,-121.335
60473,0.009829,0.001572,0.0114,0.195,-0.029,-0.04,51.706,0.166,51.677,415.13,415.13,,1928.6,64.8,64.7,0.205,0.205,,,,,,,,,,,1410.18,38.735,-121.335
60474,0.009838,0.001624,0.01146,0.104,-0.022,-0.092,51.553,0.082,51.532,,415.14,1928.8,1928.8,,64.5,,0.204,,,,,,,,,,,1411.03,38.735,-121.335
60475,0.009829,0.001589,0.01142,0.067,-0.05,-0.001,52.008,0.017,51.958,,415.16,,1928.5,64.3,64.7,,0.203,,,,,,,,,,,1413.57,38.736,-121.335
60476,0.009795,0.001581,0.01138,0.175,-0.019,0.022,51.715,0.156,51.696,415.17,415.17,1928.2,1928.2,,67.0,0.203,0.202,,,,,,,,,,,1416.9,38.736,-121.334
60477,0.009804,0.001572,0.01138,-0.039,-0.041,0.001,51.782,-0.08,51.742,,415.2,,1928.2,69.7,69.3,,0.201,,,,,,,,,,,1419.53,38.737,-121.334
60478,0.009804,0.001589,0.01139,0.097,-0.014,0.048,51.734,0.083,51.72,415.23,415.23,,1928.3,,68.6,0.2,0.2,,,,,,,,,,,1423.44,38.738,-121.334
60479,0.009838,0.001564,0.0114,0.119,-0.037,-0.123,51.64,0.082,51.603,,415.21,1928.4,1928.4,,67.3,,0.199,,,,,,,,,,,1424.9,38.738,-121.334
60480,0.009838,0.001615,0.01145,0.181,-0.047,-0.059,51.938,0.133,51.891,415.18,415.19,,1928.3,66.7,65.8,0.198,0.198,,,,,,,,,,,1430.24,38.739,-121.334
60481,0.009804,0.001564,0.01137,0.059,-0.029,-0.057,51.883,0.031,51.855,,415.18,1928.3,1928.3,,63.9,,0.197,,,,,,,,,,,1431.03,38.739,-121.334
60482,0.009838,0.001607,0.01145,0.235,-0.052,0.063,51.784,0.184,51.732,,415.19,,1928.4,62.4,62.5,0.197,0.197,,,,,,,,,,,1434.8,38.74,-121.334
60483,0.009829,0.001598,0.01143,0.061,0.01,-0.023,51.694,0.07,51.704,415.2,415.2,1928.6,1928.6,,63.4,,0.197,,,,,,,,,,,1438.05,38.74,-121.333
60484,0.009821,0.001633,0.01145,0.061,0.007,-0.039,51.77,0.068,51.777,,415.21,,1928.6,64.4,64.3,,0.196,,,,,,,,,,,1440.35,38.741,-121.333
60485,0.009829,0.001633,0.01146,0.051,-0.004,0.055,51.777,0.047,51.773,415.23,415.23,,1928.7,,64.6,0.196,0.196,,,,,,,,,,,1444.42,38.742,-121.333
60486,0.009821,0.001624,0.01145,0.23,-0.069,-0.071,51.639,0.161,51.57,,415.23,1928.7,1928.8,64.8,64.7,,0.196,,,,,,,,,,,1446.62,38.742,-121.333
60487,0.009829,0.001615,0.01144,-0.038,-0.085,-0.042,51.81,-0.123,51.725,415.23,415.23,,1928.9,,65.9,0.196,0.196,,,,,,,,,,,1448.11,38.742,-121.333
60488,0.009838,0.001572,0.01141,0.036,-0.044,-0.066,51.695,-0.008,51.651,,415.25,1929.0,1928.9,,67.9,,0.196,,,,,,,,,,,1451.06,38.743,-121.333
60489,0.009846,0.001589,0.01144,0.14,-0.071,-0.007,52.048,0.069,51.976,,415.3,,1928.3,69.5,68.5,0.195,0.195,,,,,,,,,,,1453.1,38.743,-121.333
60490,0.009855,0.001633,0.01149,0.16,-0.016,-0.018,51.828,0.144,51.812,415.32,415.33,1927.6,1927.7,,64.7,,0.194,,,,,,,,,,,1456.58,38.744,-121.332
60491,0.009838,0.001607,0.01145,0.02,0.049,0.061,51.809,0.068,51.857,,415.36,,1927.4,60.6,60.8,,0.193,,,,,,,,,,,1458.32,38.745,-121.332
60492,0.009804,0.00165,0.01145,0.014,-0.036,-0.046,51.883,-0.022,51.847,415.39,415.39,1927.0,1927.1,,61.0,0.191,0.191,,,,,,,,,,,1459.7,38.745,-121.332
60493,0.009838,0.001658,0.0115,0.039,0.031,-0.117,51.901,0.07,51.932,,415.46,,1926.8,61.5,61.4,,0.188,,,,,,,,,,,1461.99,38.746,-121.332
60494,0.009838,0.001598,0.01144,0.139,-0.074,-0.089,52.13,0.065,52.056,415.55,415.53,,1926.3,,64.1,0.186,0.186,,,,,,,,,,,1464.58,38.746,-121.332
60495,0.009855,0.001667,0.01152,0.187,-0.101,0.106,52.009,0.086,51.908,,415.61,1926.0,1925.9,,68.3,,0.184,,,,,,,,,,,1466.12,38.747,-121.332
60496,0.009821,0.001633,0.01145,0.049,-0.041,0.026,52.064,0.008,52.023,,415.7,,1925.4,71.2,70.2,0.182,0.182,,,,,,,,,,,1467.13,38.747,-121.331
60497,0.009855,0.001633,0.01149,0.129,0.016,0.039,52.059,0.144,52.075,415.75,415.77,1924.9,1924.9,,67.0,,0.181,,,,,,,,,,,1470.31,38.748,-121.331
60498,0.009846,0.001633,0.01148,-0.057,-0.012,-0.021,52.037,-0.069,52.025,,415.83,,1924.6,63.7,63.8,,0.179,,,,,,,,,,,1470.81,38.748,-121.331
60499,0.009863,0.001624,0.01149,0.189,-0.057,-0.091,52.052,0.132,51.995,415.88,415.88,1924.3,1924.4,,62.4,0.178,0.177,,,,,,,,,,,1473.59,38.749,-121.331
60500,0.009872,0.001607,0.01148,0.141,-0.062,-0.115,51.867,0.079,51.805,,415.91,,1924.2,60.6,61.1,,0.175,,,,,,,,,,,1475.48,38.75,-121.331
60501,0.009846,0.001615,0.01146,-0.062,-0.09,-0.02,52.102,-0.151,52.013,415.95,415.94,,1924.0,,60.5,0.172,0.172,,,,,,,,,,,1477.84,38.75,-121.331
60502,0.009872,0.001624,0.0115,0.035,-0.051,-0.074,52.132,-0.016,52.081,,415.98,1923.9,1923.8,,60.4,,0.17,,,,,,,,,,,1480.99,38.751,-121.33
60503,0.009898,0.001641,0.01154,0.005,-0.009,0.077,,-0.004,,,416.02,,1923.6,60.3,60.8,0.169,0.169,,,,,,,,,,,1481.92,38.751,-121.33
60504,0.009872,0.00165,0.01152,0.113,-0.014,-0.018,,0.099,,416.04,416.07,1923.4,1923.4,,62.3,,0.167,,,,,,,,,,,1486.35,38.752,-121.33
60505,0.009872,0.00165,0.01152,0.234,0.03,0.017,,0.264,,,416.15,,1923.4,63.7,63.7,,0.165,,,,,,,,,,,1487.08,38.752,-121.33
60506,0.009889,0.001667,0.01156,0.11,-0.012,0.047,51.938,0.098,51.925,416.22,416.22,1923.3,1923.4,,64.5,0.164,0.163,,,,,,,,,,,1488.99,38.753,-121.33
60507,0.009872,0.001658,0.01153,0.044,0.062,-0.061,52.018,0.106,52.08,,416.24,,1923.4,65.6,65.4,,0.162,,,,,,,,,,,1491.84,38.753,-121.33
60508,0.009855,0.00165,0.0115,0.132,-0.055,-0.037,52.025,0.077,51.97,416.26,416.26,,1923.4,,66.9,0.162,0.162,,,,,,,,,,,1493.66,38.754,-121.329
60509,0.009846,0.001684,0.01153,0.081,0.0,0.016,52.16,0.081,52.16,,416.27,1923.5,1923.4,,68.8,,0.16,,,,,,,,,,,1497.07,38.755,-121.329
60510,0.009889,0.001641,0.01153,-0.005,-0.008,-0.029,52.239,-0.013,52.231,416.3,416.29,,1923.1,69.8,69.5,0.158,0.158,,,,,,,,,,,1498.24,38.755,-121.329
60511,0.009889,0.001633,0.01152,0.049,0.028,-0.136,51.661,0.077,51.689,,416.3,1922.8,1922.8,,68.9,,0.157,,,,,,,,,,,1502.33,38.756,-121.329
60512,0.009872,0.00165,0.01152,0.047,-0.046,0.037,51.974,0.001,51.928,,416.3,,1922.9,68.3,68.0,,0.156,,,,,,,,,,,1502.95,38.756,-121.329
60513,0.009855,0.001615,0.01147,0.086,-0.006,0.027,51.949,0.08,51.943,416.3,416.31,1923.2,1923.1,,65.8,0.155,0.155,,,,,,,,,,,1506.29,38.757,-121.328
60514,0.009855,0.001658,0.01151,-0.027,0.011,0.025,52.306,-0.016,52.317,,416.36,,1922.8,63.1,63.5,,0.154,,,,,,,,,,,1508.25,38.757,-121.328
60515,0.009906,0.001658,0.01156,0.106,-0.094,-0.042,52.027,0.013,51.933,416.42,416.42,,1922.2,,64.1,0.153,0.153,,,,,,,,,,,1509.48,38.758,-121.328
60516,0.009872,0.001633,0.01151,0.068,-0.051,-0.048,52.264,0.017,52.213,,416.48,1921.9,1921.6,66.1,65.5,,0.151,,,,,,,,,,,1513.15,38.759,-121.328
60517,0.009906,0.001676,0.01158,0.102,-0.02,0.17,52.464,0.082,52.444,416.58,416.55,,1920.9,,63.6,0.149,0.149,,,,,,,,,,,1513.82,38.759,-121.328
60518,0.009898,0.001658,0.01156,0.021,-0.006,-0.095,52.119,0.015,52.113,,416.61,1920.2,1920.2,,58.6,,0.147,,,,,,,,,,,1516.32,38.76,-121.328
60519,0.009923,0.001658,0.01158,0.042,-0.071,0.025,52.36,-0.029,52.289,,416.66,,1920.0,54.3,55.1,,0.144,,,,,,,,,,,1519.01,38.76,-121.327
60520,0.009915,0.001658,0.01157,0.059,-0.053,-0.093,52.387,0.006,52.334,416.69,416.7,1919.8,1919.8,,60.4,0.142,0.141,,,,,,,,,,,1521.58,38.761,-121.327
60521,0.00994,0.001684,0.01162,0.022,-0.024,0.033,52.242,-0.002,52.218,,416.73,,1919.7,66.5,65.6,,0.14,,,,,,,,,,,1524.43,38.762,-121.327
60522,0.009898,0.001667,0.01157,0.093,0.004,0.038,52.204,0.097,52.208,416.77,416.77,,1919.7,,63.3,0.138,0.138,,,,,,,,,,,1525.21,38.762,-121.327
60523,0.00994,0.001667,0.01161,0.068,-0.035,-0.094,52.175,0.032,52.139,,416.79,1919.7,1919.7,57.5,59.3,,0.136,,,,,,,,,,,1527.71,38.762,-121.327
60524,0.009906,0.001633,0.01154,0.097,-0.033,0.073,52.361,0.064,52.328,416.83,416.82,,1919.8,,58.5,0.134,0.134,,,,,,,,,,,1530.59,38.763,-121.327
60525,0.009923,0.001667,0.01159,0.033,-0.013,0.026,52.259,0.02,52.246,,416.84,1919.9,1919.9,,60.2,,0.133,,,,,,,,,,,1532.34,38.763,-121.326
60526,0.009923,0.001676,0.0116,0.191,-0.004,0.088,52.424,0.187,52.419,,416.86,,1919.6,61.6,61.7,0.132,0.132,,,,,,,,,,,1535.76,38.764,-121.326
60527,0.009906,0.001633,0.01154,0.137,-0.033,-0.085,52.287,0.103,52.254,416.87,416.89,1919.3,1919.4,,62.1,,0.131,,,,,,,,,,,1537.3,38.765,-121.326
60528,0.009932,0.00165,0.01158,0.057,0.024,-0.086,52.284,0.081,52.308,,416.95,,1919.0,62.4,62.4,,0.13,,,,,,,,,,,1541.15,38.766,-121.326
60529,0.009932,0.001684,0.01162,0.225,-0.095,0.058,52.663,0.13,52.568,417.01,417.01,1918.3,1918.5,,60.5,0.129,0.128,,,,,,,,,,,1541.8,38.766,-121.326
60530,0.009906,0.001693,0.0116,0.223,-0.033,-0.123,52.534,0.19,52.501,,417.02,,1918.3,57.6,58.4,,0.127,,,,,,,,,,,1543.8,38.766,-121.326
60531,0.009915,0.001693,0.01161,-0.02,0.0,0.014,52.688,-0.02,52.688,417.02,417.02,,1918.2,,58.4,0.125,0.126,,,,,,,,,,,1547.32,38.767,-121.325
60532,0.009915,0.001633,0.01155,0.159,-0.045,-0.033,52.532,0.114,52.486,,417.04,1918.2,1918.2,,59.7,,0.124,,,,,,,,,,,1548.67,38.767,-121.325
60533,0.00994,0.001667,0.01161,0.136,-0.003,0.043,52.829,0.133,52.826,,417.06,,1918.2,60.6,60.3,0.121,0.122,,,,,,,,,,,1553.02,38.768,-121.325
60534,0.00994,0.001667,0.01161,0.12,-0.0,-0.006,52.796,0.119,52.796,417.08,417.08,1918.2,1918.2,,59.2,,0.121,,,,,,,,,,,1553.7,38.768,-121.325
60535,0.009932,0.001684,0.01162,0.173,-0.068,-0.042,52.714,0.104,52.646,,417.09,,1918.1,58.2,58.2,,0.12,,,,,,,,,,,1557.14,38.769,-121.325
60536,0.009906,0.00171,0.01162,0.012,-0.056,0.001,53.065,-0.044,53.009,417.1,417.1,1917.9,1918.0,,58.1,0.119,0.119,,,,,,,,,,,1559.65,38.77,-121.325
60537,0.009915,0.001693,0.01161,-0.148,0.018,0.014,52.565,-0.131,52.583,,417.09,,1917.9,58.1,58.1,,0.118,,,,,,,,,,,1561.24,38.77,-121.324
60538,0.009923,0.001693,0.01162,0.262,-0.001,0.109,52.54,0.261,52.539,417.08,417.08,,1917.9,,58.6,0.116,0.116,,,,,,,,,,,1565.88,38.771,-121.324
60539,0.009923,0.001702,0.01162,0.146,0.04,0.019,52.757,0.185,52.797,,417.07,1917.9,1917.9,,59.3,,0.116,,,,,,,,,,,1566.61,38.771,-121.324
60540,0.00994,0.001693,0.01163,-0.042,0.007,-0.089,53.721,-0.035,53.728,,417.06,,1918.0,59.7,60.3,0.115,0.115,,,,,,,,,,,1569.31,38.772,-121.324
60541,0.009932,0.001667,0.0116,0.133,-0.041,-0.025,53.708,0.092,53.668,417.05,417.06,1918.1,1918.1,,61.6,,0.114,,,,,,,,,,,1572.86,38.773,-121.324
60542,0.009915,0.001727,0.01164,0.033,-0.008,0.032,53.524,0.025,53.515,,417.08,,1918.1,62.8,62.9,,0.113,,,,,,,,,,,1575.06,38.773,-121.324
60543,0.009932,0.001727,0.01166,0.084,0.004,-0.033,53.405,0.088,53.408,417.1,417.11,1918.2,1918.2,,64.0,0.113,0.113,,,,,,,,,,,1579.2,38.774,-121.324
60544,0.00994,0.001702,0.01164,0.155,0.025,0.038,53.141,0.179,53.166,,417.14,,1917.8,65.2,65.0,,0.113,,,,,,,,,,,1580.8,38.774,-121.323
60545,0.009932,0.001702,0.01163,0.141,0.009,0.085,53.153,0.149,53.162,417.18,417.18,,1917.2,,61.9,0.113,0.113,,,,,,,,,,,1585.09,38.775,-121.323
60546,0.009932,0.001693,0.01162,0.054,0.023,0.055,52.462,0.077,52.486,,417.23,1916.8,1916.7,56.1,57.9,,0.111,,,,,,,,,,,1585.73,38.775,-121.323
60547,0.009932,0.001702,0.01163,0.044,0.034,0.052,52.28,0.077,52.314,417.3,417.28,,1916.3,,56.5,0.109,0.11,,,,,,,,,,,1589.05,38.776,-121.323
60548,0.009957,0.001727,0.01168,-0.019,0.077,-0.025,52.205,0.059,52.282,,417.29,1916.0,1916.0,,57.3,,0.108,,,,,,,,,,,1591.83,38.777,-121.323
60549,0.00994,0.001693,0.01163,0.092,-0.014,0.036,52.126,0.078,52.112,,417.29,,1916.0,57.8,57.4,0.107,0.107,,,,,,,,,,,1594.82,38.777,-121.323
60550,0.009932,0.001667,0.0116,0.149,0.03,-0.037,52.213,0.179,52.243,417.28,417.28,1915.9,1915.9,,55.5,,0.106,,,,,,,,,,,1597.79,38.778,-121.323
